sample_position,batch,microstep,optimizer_step,problem_id,content_hash,dataset,math_level,prompt_hash,target_hash,prompt_token_count,target_token_count_excluding_eos,active_label_token_count,combined_token_count,ignored_label_token_count,eos_active,truncation,sample_order_identity
62,16,16,4,gsm8k:openai/gsm8k:train:4193,7429669efa2bb9bdc07c4236ac567c106b2970a9c965127b7986b626ed1de7e8,gsm8k,,7429669efa2bb9bdc07c4236ac567c106b2970a9c965127b7986b626ed1de7e8,8dd10ef2f9344c017c99935de05973a4c6b888c5600b61c1e696b4b5c3bd3f48,145,113,114,259,145,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
63,16,16,4,gsm8k:openai/gsm8k:train:4426,ba48af22fb7ae928bcde1e1cd59c4586459726d9f75206a3b8a5732de1e8303f,gsm8k,,ba48af22fb7ae928bcde1e1cd59c4586459726d9f75206a3b8a5732de1e8303f,d12c5c2c02382d51c0ce26d92992a7b50eefca3367b14a6f001ac256cbab0f83,141,100,101,242,141,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
64,16,16,4,gsm8k:openai/gsm8k:train:2729,666feec8c1e5bdb277bad85f92ba4b24677fc5f1c3b6063fcfc0176bd99f59d7,gsm8k,,666feec8c1e5bdb277bad85f92ba4b24677fc5f1c3b6063fcfc0176bd99f59d7,a9137009e0a1b8183301a155a59d3111c6348426d95fa15b958655146d6c8ca2,154,105,106,260,154,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
65,17,17,5,gsm8k:openai/gsm8k:train:38,ea66ef8b11aa8d8a4498b7813627b9ea37d729b849d536d602ea51a402938c38,gsm8k,,ea66ef8b11aa8d8a4498b7813627b9ea37d729b849d536d602ea51a402938c38,e883737fbf74a06bf210c0ba386f10eb9a07d21db95c71190625df817d23ad9a,171,68,69,240,171,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
66,17,17,5,gsm8k:openai/gsm8k:train:2005,62f4bcfc8df6eaa2f557b48b4b733bb37acee9ad6da7912e6cb741b03d0dfba1,gsm8k,,62f4bcfc8df6eaa2f557b48b4b733bb37acee9ad6da7912e6cb741b03d0dfba1,f69fa3422191df86f0cf393793fe15a392c2187d18b5bc715baf5bd3b85240c1,162,171,172,334,162,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
67,17,17,5,gsm8k:openai/gsm8k:train:6027,e59259f7d17733d8b9d39febcb24a6577bd21c319f8272f756c04a686bb8cdca,gsm8k,,e59259f7d17733d8b9d39febcb24a6577bd21c319f8272f756c04a686bb8cdca,c724d45827637cc945b9f0db0fb652525eb33d06e8ed0866fa8795c1ccf3d0f0,143,97,98,241,143,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
68,17,17,5,gsm8k:openai/gsm8k:train:549,1ece528f59d8445c0953394a8b2872fc3abdcae461c76871b1860ff42e3e8918,gsm8k,,1ece528f59d8445c0953394a8b2872fc3abdcae461c76871b1860ff42e3e8918,de6754f9febdba423d6f141efd2b52e316c148d20ca04caaa475b2d36b179ac6,163,179,180,343,163,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
69,18,18,5,gsm8k:openai/gsm8k:train:7391,71d2d5d0f717bd7ecfc5388de1d71f7617447ffca3053a4c51f031811e1d6503,gsm8k,,71d2d5d0f717bd7ecfc5388de1d71f7617447ffca3053a4c51f031811e1d6503,21afd9fc0dd78ec9a1dfab1f1c585a2cca7be42175fd8d1973ed158f4fb0c139,173,97,98,271,173,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
70,18,18,5,gsm8k:openai/gsm8k:train:7087,77031c3de5e647f382fdf9f1e58a80fb0fa54f2a3773d6899fa44dacb43f1a57,gsm8k,,77031c3de5e647f382fdf9f1e58a80fb0fa54f2a3773d6899fa44dacb43f1a57,8163506f9dae085da4d4e22f61078c2e55d7bbaaaa484cd6e426daf1d558c17b,170,138,139,309,170,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
71,18,18,5,gsm8k:openai/gsm8k:train:3867,900110ed24fde47bac4fd734f2d6977fef894cd89ad704a3930fca61ba810195,gsm8k,,900110ed24fde47bac4fd734f2d6977fef894cd89ad704a3930fca61ba810195,6c95a5e7042de4560739b71d17e84f880a2cfa459b8f6b156896a91e7b97cddd,160,135,136,296,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
72,18,18,5,gsm8k:openai/gsm8k:train:6624,1a80c2dcd6f8422818445721cc95ab2a0f89fa3ef9084b9cb7b844a79723ea7a,gsm8k,,1a80c2dcd6f8422818445721cc95ab2a0f89fa3ef9084b9cb7b844a79723ea7a,9636e1e6fc5495d6c6964d2c65c6b70c77fd08ffaf8b684a9f80768a6177ade3,129,73,74,203,129,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
73,19,19,5,gsm8k:openai/gsm8k:train:214,e095eb2272550c219634adf8fe5a5d8d615ef9360ca092002d8df49a939e141a,gsm8k,,e095eb2272550c219634adf8fe5a5d8d615ef9360ca092002d8df49a939e141a,3ce76bb4ec1dfffb42e224e3824ce2d794584313a6e0cd157b8a7cb134ab6400,130,182,183,313,130,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
74,19,19,5,gsm8k:openai/gsm8k:train:4533,2fd616587d042802a6362b36a5ca0167eaabf128b46cdfb6acaaa3834216be2b,gsm8k,,2fd616587d042802a6362b36a5ca0167eaabf128b46cdfb6acaaa3834216be2b,2de741f7f750f4eca9db7ad8c46c326114b5ee0c70023d9f94f472c1fb1eada3,151,156,157,308,151,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
75,19,19,5,gsm8k:openai/gsm8k:train:1505,507b314fd9875f88fd6ab72bf69c1e21ca2ac69466f5d32e72114e17f54faf45,gsm8k,,507b314fd9875f88fd6ab72bf69c1e21ca2ac69466f5d32e72114e17f54faf45,e0ce78b538440d616a824ced66b1601dbc3796b769b2b7bd5f6badedba90f8a6,158,150,151,309,158,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
76,19,19,5,gsm8k:openai/gsm8k:train:3614,f0c89c14e6f3caec51308711f2524b713a98ea9a0203527972ba5db9606b3f91,gsm8k,,f0c89c14e6f3caec51308711f2524b713a98ea9a0203527972ba5db9606b3f91,60237b1c806c97388b461bd466f724b77c83bbe9c44a3670cbf231bd72cd6c28,168,112,113,281,168,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
77,20,20,5,gsm8k:openai/gsm8k:train:1126,82612ceecc2eb1284504fa92e72c388995ed4e96ed850fd0961dd8922dcf12a0,gsm8k,,82612ceecc2eb1284504fa92e72c388995ed4e96ed850fd0961dd8922dcf12a0,95b3bae33b11e176255a1fa05926f233506295716205c6d2aca9604dc890369c,160,110,111,271,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
78,20,20,5,gsm8k:openai/gsm8k:train:4219,79b0722df15e04f4f8eb2617dd50e8aa2504b0e79537c4520a139c34afd4d3da,gsm8k,,79b0722df15e04f4f8eb2617dd50e8aa2504b0e79537c4520a139c34afd4d3da,c0ac52a9275d06f75b44e07b1c5f0d0b9a4238d8fc39d1b565d5cc70ed2851ad,140,124,125,265,140,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
79,20,20,5,gsm8k:openai/gsm8k:train:6995,f0221e53991014c873ad94612fc2e66a9033bb30d38baa309014848dab63c8dd,gsm8k,,f0221e53991014c873ad94612fc2e66a9033bb30d38baa309014848dab63c8dd,f94330703be453433dedc78cd5f9021d1cb7f74c0b9ef9b435a69a6a9ba8a35b,146,140,141,287,146,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
80,20,20,5,gsm8k:openai/gsm8k:train:3300,bc203bc190b76ad87bad2e5f091404bf55c69bfc6c4300426f54e582cfa26a8d,gsm8k,,bc203bc190b76ad87bad2e5f091404bf55c69bfc6c4300426f54e582cfa26a8d,cdba8f1d7cbacee6c3777788e127733d6071b595077fb072e371233915132fd4,141,59,60,201,141,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
81,21,21,6,gsm8k:openai/gsm8k:train:5174,035157bc767534b72a65ab795f8d4eabf9baf7eb8448fc945f9e3722c89e6a8d,gsm8k,,035157bc767534b72a65ab795f8d4eabf9baf7eb8448fc945f9e3722c89e6a8d,499fc5797d821924d8799d94e8a3c66894e93ad846f3e55e0bcd2656d990fd6e,196,163,164,360,196,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
82,21,21,6,gsm8k:openai/gsm8k:train:4927,08659037c6f6fd867cf5bd4a5211c2ce8c2345d2a701ab39973345b23f6bde07,gsm8k,,08659037c6f6fd867cf5bd4a5211c2ce8c2345d2a701ab39973345b23f6bde07,96f98d6de56d0df28ee4e40f6fe762b43fbf739ea105bbb9b75da492d1ef2a16,170,188,189,359,170,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
83,21,21,6,gsm8k:openai/gsm8k:train:6250,7c7a6421bc0a77b74c3c1a83d527b5e1867caaebe5fcf97329116374946e880b,gsm8k,,7c7a6421bc0a77b74c3c1a83d527b5e1867caaebe5fcf97329116374946e880b,21520abe052b3e8cf9cd1bb16c71df5f4573f716fa5c6dbf2b995963404235d9,148,102,103,251,148,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
84,21,21,6,gsm8k:openai/gsm8k:train:1052,36c5cdd288eb79a23d319fd5fd378d27e6120be7fad09441bbd449a79177e30c,gsm8k,,36c5cdd288eb79a23d319fd5fd378d27e6120be7fad09441bbd449a79177e30c,b914f5ef6e5ce5989efa8e0ea69ad61394129c4f03fb8a87fb1d4c65bcabf566,139,109,110,249,139,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
85,22,22,6,gsm8k:openai/gsm8k:train:3132,2039f7599a30383423e424b80ef5e532303180ea063b319f55679077093ac815,gsm8k,,2039f7599a30383423e424b80ef5e532303180ea063b319f55679077093ac815,04f72c4347a5031bfe3558beaf30167f54f1a8cce8f74c13474c981f62bc5dc9,160,173,174,334,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
86,22,22,6,gsm8k:openai/gsm8k:train:5785,4cc29a330520ec1edae6b44da8ee899d2ab367f7aa8a25aced9913b03df41146,gsm8k,,4cc29a330520ec1edae6b44da8ee899d2ab367f7aa8a25aced9913b03df41146,6929782be2883a2e4f5e7b3681b7b68ee6b4a2a6a3e8be6a10f103237a8db93d,150,122,123,273,150,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
87,22,22,6,gsm8k:openai/gsm8k:train:2834,01984d2bc6b2e3587fc3d4fdb0f94b28754a97846889f8a67c493cd6ce3bf8cc,gsm8k,,01984d2bc6b2e3587fc3d4fdb0f94b28754a97846889f8a67c493cd6ce3bf8cc,7a7a58c0e89a990cd3c9d7ec92dc4ad8f428e5f8ac0a31c988b82f8c083bc263,158,159,160,318,158,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
88,22,22,6,gsm8k:openai/gsm8k:train:3125,5dd7b0c4d10a24952d4fa7ce692f51f7edea11c912a150086da6bf1e1a2832bb,gsm8k,,5dd7b0c4d10a24952d4fa7ce692f51f7edea11c912a150086da6bf1e1a2832bb,f58554a34962fe0b15f8493fae9f82d9c2e4df8edcdb5302e8e9e59d0fee4c6b,176,211,212,388,176,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
89,23,23,6,gsm8k:openai/gsm8k:train:6685,a67ff092bb2c7b6c6ef15bcf78c87db31f2a05842319465a6d76105c3d2b7e7c,gsm8k,,a67ff092bb2c7b6c6ef15bcf78c87db31f2a05842319465a6d76105c3d2b7e7c,1a234fb3f0b824b8e48c5c7866c82ff8ecbe5c1ad3a2f9299e314d9e4315984d,182,244,245,427,182,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
90,23,23,6,gsm8k:openai/gsm8k:train:7263,d5fa2f9f30880021f254d0901fc33309d97ccfc45c812844db82e2b19a55e61e,gsm8k,,d5fa2f9f30880021f254d0901fc33309d97ccfc45c812844db82e2b19a55e61e,c4c509e95e728acd84ca51421785c79053f438312b7d830572f00d6fd3a8226a,172,169,170,342,172,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
91,23,23,6,gsm8k:openai/gsm8k:train:6645,44f722a21d7581153e1c1d6ded92ef30a961314d381d77c2e1d306df0b351d8c,gsm8k,,44f722a21d7581153e1c1d6ded92ef30a961314d381d77c2e1d306df0b351d8c,bd2a7ed5f7df7d6339888a48e1956f69d00e2fb3947b3f081d42338182396522,125,85,86,211,125,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
92,23,23,6,gsm8k:openai/gsm8k:train:6826,1a0756e1290f53493301f4812a4f6f14f4436d55b6b8e8acec460bb0614a2435,gsm8k,,1a0756e1290f53493301f4812a4f6f14f4436d55b6b8e8acec460bb0614a2435,71249f2af64a8bd57d5f8c976b5c5896e9eb8db1a3cc4cd259943def4509caac,148,127,128,276,148,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
93,24,24,6,gsm8k:openai/gsm8k:train:7095,947fca0e6259fdc4f127997597db91a699583a864573fc89a15c63723e4076a7,gsm8k,,947fca0e6259fdc4f127997597db91a699583a864573fc89a15c63723e4076a7,b20454c3138c85e8d7514d9977650c09b08dde14f1056a5f169fb32695b373bd,197,187,188,385,197,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
94,24,24,6,gsm8k:openai/gsm8k:train:3417,4fd221fd9bf7960ac436c3b7bed7f9c21fd0d37c39b40494b165f7165e6a8bde,gsm8k,,4fd221fd9bf7960ac436c3b7bed7f9c21fd0d37c39b40494b165f7165e6a8bde,5ee003a8e8def57754faf48d9f9e254647bc688e2115e9a7fbd2a7b18710cd93,158,161,162,320,158,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
95,24,24,6,gsm8k:openai/gsm8k:train:2662,434a5832e2a3599c3f1690013d972a09c6f9a498a64cb49ba8c0434d6feb25f9,gsm8k,,434a5832e2a3599c3f1690013d972a09c6f9a498a64cb49ba8c0434d6feb25f9,34f432af5bd8c4691734e750da513449d106e4f00f406d3b708549499edd6b8e,143,67,68,211,143,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
96,24,24,6,gsm8k:openai/gsm8k:train:2804,134ede0ae957646d5c06cda083e7daf3d955f62b18ee5a88b3af3e6c391f8c54,gsm8k,,134ede0ae957646d5c06cda083e7daf3d955f62b18ee5a88b3af3e6c391f8c54,c45df9d37cd7aaf2168769333686df261e72fdb9d4064d28bf87b9906bd94437,142,127,128,270,142,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
97,25,25,7,gsm8k:openai/gsm8k:train:6910,915eeea3ba4065fa37ff88a7074ff688b3baff6b39c1966d5423890f17219305,gsm8k,,915eeea3ba4065fa37ff88a7074ff688b3baff6b39c1966d5423890f17219305,a33bdfef50fd2ac6f7b4e3cb482ed8c9fc8fa28a94c306b75b4e8dd250f511b8,142,61,62,204,142,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
98,25,25,7,gsm8k:openai/gsm8k:train:5394,510a1b892ed516a94ce9e576d5d6a384d264e1579c06f0ee528d8961402f7dfe,gsm8k,,510a1b892ed516a94ce9e576d5d6a384d264e1579c06f0ee528d8961402f7dfe,8bc156c8bea5c407ef5305d9cfaec39c78f633614aa0db0687ce666e3a2d4e33,128,73,74,202,128,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
99,25,25,7,gsm8k:openai/gsm8k:train:4244,2723932d11368487f418999b165bfcfb90b779dc86304d440f60ce58c385e167,gsm8k,,2723932d11368487f418999b165bfcfb90b779dc86304d440f60ce58c385e167,0d973efe13fc5d5b9b3a710feaaff660dd1f7556208ff733d5ec1f62589afc78,149,83,84,233,149,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
100,25,25,7,gsm8k:openai/gsm8k:train:4216,9cbac9731999ab896b3d43de0110ea53ed5cc8a72ba6ad8a3a9fdb5eee6512d5,gsm8k,,9cbac9731999ab896b3d43de0110ea53ed5cc8a72ba6ad8a3a9fdb5eee6512d5,358bc89422c7ae0b0d4c6947048fc26ed93da0cd6f872c6318d0bb860fe0d2aa,165,127,128,293,165,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
101,26,26,7,gsm8k:openai/gsm8k:train:4124,3229696e10da6c43e809556f8249401d3b768c188938654d1a9e9cdd08db77dd,gsm8k,,3229696e10da6c43e809556f8249401d3b768c188938654d1a9e9cdd08db77dd,f4a1835b5a6ea61a79924f0d0eac8668197d3ab0b390333a2d1a23ff1dbd6c61,191,163,164,355,191,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
102,26,26,7,gsm8k:openai/gsm8k:train:994,bfdaec6dbbc015d6b6aae680e63b8675d6b86c0faaf5f4d3d99fc104c6218544,gsm8k,,bfdaec6dbbc015d6b6aae680e63b8675d6b86c0faaf5f4d3d99fc104c6218544,960cb9cec7cc13fb28d4f2122223a2c1cafd88081d30414bc0b9753175b1674d,174,189,190,364,174,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
103,26,26,7,gsm8k:openai/gsm8k:train:635,70caa1ab504063be5a618f4abeeeb6ba8f35c2694bf45cf12883fb32f043c220,gsm8k,,70caa1ab504063be5a618f4abeeeb6ba8f35c2694bf45cf12883fb32f043c220,a4b21c3c4103c608ebe7f5194279698f90037f522d02914218f04d9967f3bf59,149,81,82,231,149,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
104,26,26,7,gsm8k:openai/gsm8k:train:7109,a970c72bb4f5fc67008933cd61c6458bebee1f91f5cffdb31f11dc699996e406,gsm8k,,a970c72bb4f5fc67008933cd61c6458bebee1f91f5cffdb31f11dc699996e406,933777affa8d16fde3049c37ed773cb713183037ad8d838d891b7895cb5692c8,161,116,117,278,161,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
105,27,27,7,gsm8k:openai/gsm8k:train:3870,78ef2f571861d6485ba815f1de227448e4c3e462b81571002d7f376f0e003239,gsm8k,,78ef2f571861d6485ba815f1de227448e4c3e462b81571002d7f376f0e003239,94d121a000cfb578c6af56d37d68352fb40cdbf3b5818b6eee139061c4133d55,142,77,78,220,142,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
106,27,27,7,gsm8k:openai/gsm8k:train:6167,2a4fca9af7b049cbda869cd3e82750ff53d856a0e80de04bf73d2a26339884c6,gsm8k,,2a4fca9af7b049cbda869cd3e82750ff53d856a0e80de04bf73d2a26339884c6,da3e7016ab0b2f025d2f3d5a34232d87c28136ab7f7763522dfc680f9167b692,180,159,160,340,180,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
107,27,27,7,gsm8k:openai/gsm8k:train:1104,335496b9d7cdc60b0f62508d3f8146eccc7de72ecbb83447b716d88bf20ba9bf,gsm8k,,335496b9d7cdc60b0f62508d3f8146eccc7de72ecbb83447b716d88bf20ba9bf,03f1e0d7f49427beb4780691b82d85937c55116762c7a8098802ed42cd4d7659,171,197,198,369,171,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
108,27,27,7,gsm8k:openai/gsm8k:train:245,2f4521a354d7d5cb47fa38131374357c523edc600b23f6a59aa41f81afda2a10,gsm8k,,2f4521a354d7d5cb47fa38131374357c523edc600b23f6a59aa41f81afda2a10,6ee4d0e5cfc448b69c9216f1c256e7fd7fb3e3c0b473e40e52de350437fceabd,146,117,118,264,146,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
109,28,28,7,gsm8k:openai/gsm8k:train:1993,0a10c91103762584303e96bc753cf0f468a5bafd254c266b816322217f5a58ab,gsm8k,,0a10c91103762584303e96bc753cf0f468a5bafd254c266b816322217f5a58ab,d08db4229ea082fb6d1edfb3427b8d4aca11a0b676c19e41e2cca1900ab93c56,144,126,127,271,144,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
110,28,28,7,gsm8k:openai/gsm8k:train:2725,f4ee91919520e546e5450da3032a747409ecc1757dac458d51bb8e84a9970539,gsm8k,,f4ee91919520e546e5450da3032a747409ecc1757dac458d51bb8e84a9970539,28c2a8a05aa642f4a6b6d1fe30d9bff5cf6b3d2848845681e437dbfa6d143fff,164,153,154,318,164,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
111,28,28,7,gsm8k:openai/gsm8k:train:4768,52b44d29bd67a790d3432a880bfcd1c6fce034690c2f905dd1f54fab1b94e745,gsm8k,,52b44d29bd67a790d3432a880bfcd1c6fce034690c2f905dd1f54fab1b94e745,592f407a1371c9685793b2dafb2206c302c4a7733c197b7dd90b5f3b45af0a55,144,68,69,213,144,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
112,28,28,7,gsm8k:openai/gsm8k:train:3656,8cdb7079a1564e8f525ce7eb0221948e938da9837e11e0d38ca0ee1e3dcde1db,gsm8k,,8cdb7079a1564e8f525ce7eb0221948e938da9837e11e0d38ca0ee1e3dcde1db,8e96e022299e88f4935fb05c290b3304177dfef76571b0cee4d45c408196f5f0,147,155,156,303,147,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
113,29,29,8,gsm8k:openai/gsm8k:train:3707,0232b7a4c7f799281dffad0df7d8bfab69814aa3c19984f5486cc0a6853b4d5e,gsm8k,,0232b7a4c7f799281dffad0df7d8bfab69814aa3c19984f5486cc0a6853b4d5e,70cce44a80652bccb357410518ea3c9c0397a6a7604849a9cc12674cdbe8dee8,148,159,160,308,148,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
114,29,29,8,gsm8k:openai/gsm8k:train:4261,fb75f83412e8ce61fb2cfc6891aae21041e4a335a6f9a4124d024200f3af59c2,gsm8k,,fb75f83412e8ce61fb2cfc6891aae21041e4a335a6f9a4124d024200f3af59c2,efbe531e32b9f0813af0597c9f0d0c94067aa1a8952ea2aae9c550d50631a141,180,170,171,351,180,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
115,29,29,8,gsm8k:openai/gsm8k:train:4974,ae8a0a2c0f014348b6e7380b36b4525f7291b39b9142b07e86b62933fcaccaa7,gsm8k,,ae8a0a2c0f014348b6e7380b36b4525f7291b39b9142b07e86b62933fcaccaa7,c2c439a761ce4d47bccf1ff2085d8efe92eb49947a0503e7b46826c66c39de15,145,86,87,232,145,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
116,29,29,8,gsm8k:openai/gsm8k:train:3199,9945d0d26a4f7c5f53404ab415f38cda11744605e7882f0b2981d77bbf407354,gsm8k,,9945d0d26a4f7c5f53404ab415f38cda11744605e7882f0b2981d77bbf407354,a0d388a9589c7e22b9c9374f26db66715ef97b5096dd968eda71dc5dd20bc886,185,75,76,261,185,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
117,30,30,8,gsm8k:openai/gsm8k:train:3803,421a57b2daa8d042ab0e6321274ebdcb930362ef134b4aa80fe733d9b0832511,gsm8k,,421a57b2daa8d042ab0e6321274ebdcb930362ef134b4aa80fe733d9b0832511,3b75632663104667ccbd52bfbc1dd896d93f635f335634d1d207809d194ed746,184,155,156,340,184,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
118,30,30,8,gsm8k:openai/gsm8k:train:5396,025cc73b0badca38c7d78aa143ead10997d49d2273dedfc1c81272180bb542d7,gsm8k,,025cc73b0badca38c7d78aa143ead10997d49d2273dedfc1c81272180bb542d7,2e32371da785fc4ba626ba2f2bbd170578314e0d0dcf0dddd8d2087f7559dca0,171,123,124,295,171,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
119,30,30,8,gsm8k:openai/gsm8k:train:604,4be09f5208f1d76669541b447e5ee0e655b3b2db878d25bd72c2b266bcb6cc2c,gsm8k,,4be09f5208f1d76669541b447e5ee0e655b3b2db878d25bd72c2b266bcb6cc2c,c4a4a722687618b207aa232b90397d0f75241131dc39cd745fb33bc63ff26042,186,141,142,328,186,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
120,30,30,8,gsm8k:openai/gsm8k:train:2722,3774d88c470c1eda53306b252c8d58d61ea2e786233bddae3d927715587fde99,gsm8k,,3774d88c470c1eda53306b252c8d58d61ea2e786233bddae3d927715587fde99,bb53ea760c71da444c103729054d7a3be76c05efd3a93210b384f1140b701a89,160,119,120,280,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
121,31,31,8,gsm8k:openai/gsm8k:train:5880,9045dc1456e950c5428867348ab6c644cbc315cc0f63c57fcac2f4579590450c,gsm8k,,9045dc1456e950c5428867348ab6c644cbc315cc0f63c57fcac2f4579590450c,b4d3dd987cf3f6fb1e364f526850f32f2b53e98bf561822d828b24fe903fca4e,134,94,95,229,134,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
122,31,31,8,gsm8k:openai/gsm8k:train:2714,c79b4634868c74a1d6ffcf26e150e040b7d1f064d248433014411ffde1146b2b,gsm8k,,c79b4634868c74a1d6ffcf26e150e040b7d1f064d248433014411ffde1146b2b,ed2a832fb5c4db40334c1961d3128fe609bffc49b4d8e1cb36b0cc1d3506926e,180,190,191,371,180,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
123,31,31,8,gsm8k:openai/gsm8k:train:2024,189f8de1831e6dfeeb8d4f9fa87397c3f15de3d1e64ef983c271395f977ca910,gsm8k,,189f8de1831e6dfeeb8d4f9fa87397c3f15de3d1e64ef983c271395f977ca910,53f81521b9288c33aa9130536fa2808252c58bc4691cb99fb5f1751dccdf1797,140,88,89,229,140,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
