position,update,slot,problem_id,content_hash,domain,level,difficulty_proxy,difficulty_proxy_value
154,39,1,gsm8k:openai/gsm8k:train:6492,6302e51809899cd36bb2f04ef189cc7e5acf751112ebdb439bc756df4e3ac913,gsm8k,na,official_solution_whitespace_tokens,34
155,39,2,gsm8k:openai/gsm8k:train:2024,189f8de1831e6dfeeb8d4f9fa87397c3f15de3d1e64ef983c271395f977ca910,gsm8k,na,official_solution_whitespace_tokens,35
156,39,3,math:DigitalLearningGmbH/MATH-lighteval:train:2350,1b84c56c79f7cc05cb9275854abb6bc7331e8a10a9c31f9d5a8777ecd2be9832,math,2,math_level_2,2
157,40,0,gsm8k:openai/gsm8k:train:2683,cd588520c19ebe9386986b707a63c226ee341b0dfe8c9407a90052cc0f1b3006,gsm8k,na,official_solution_whitespace_tokens,35
158,40,1,gsm8k:openai/gsm8k:train:5719,5e536129f0aaefa62f8c2ba263cbee79718b4f86fbf632ed725546fa1e312cfa,gsm8k,na,official_solution_whitespace_tokens,36
159,40,2,gsm8k:openai/gsm8k:train:7391,71d2d5d0f717bd7ecfc5388de1d71f7617447ffca3053a4c51f031811e1d6503,gsm8k,na,official_solution_whitespace_tokens,36
160,40,3,math:DigitalLearningGmbH/MATH-lighteval:train:6280,1b93d25ca8c6a6c69341f1d8c0ef78c955bf6ffb0e93933e779adc108861badc,math,2,math_level_2,2
161,41,0,gsm8k:openai/gsm8k:train:2619,7d6b2115cea7616889e60a978ecaf10c0e2e620b35b04cddb41a16f35061e889,gsm8k,na,official_solution_whitespace_tokens,36
162,41,1,gsm8k:openai/gsm8k:train:2495,16d08d5ab23f629b45049596e55390a11682adce9a291897e5815adfd6dc6e4e,gsm8k,na,official_solution_whitespace_tokens,37
163,41,2,gsm8k:openai/gsm8k:train:3873,816403774fad0fd66e6c40b12930d6dea4ae281bc4841c5b05b7ca38d6c2d493,gsm8k,na,official_solution_whitespace_tokens,37
164,41,3,math:DigitalLearningGmbH/MATH-lighteval:train:4965,1c527bbc7eea084fcaa8e91a75309940b076a39d0c52c7b1f5fe5b1b6d8394e4,math,2,math_level_2,2
165,42,0,gsm8k:openai/gsm8k:train:845,85cd8b011a14405071ea62b097d6bbcf26af773115bf84fb82bad5f711ad1f23,gsm8k,na,official_solution_whitespace_tokens,37
166,42,1,gsm8k:openai/gsm8k:train:5880,9045dc1456e950c5428867348ab6c644cbc315cc0f63c57fcac2f4579590450c,gsm8k,na,official_solution_whitespace_tokens,37
167,42,2,gsm8k:openai/gsm8k:train:691,c4fd65cbc9a3294dacd84f8073834b25ec3b0887b1737315dd02dbec84c5a41f,gsm8k,na,official_solution_whitespace_tokens,37
168,42,3,math:DigitalLearningGmbH/MATH-lighteval:train:1749,1d14dc26f1cb0fcfd34db75d85ea8ed8192aa436d257fe96ac5215ab55df6c1f,math,2,math_level_2,2
169,43,0,gsm8k:openai/gsm8k:train:6345,ee93b9ad737b0bd85bedb2c4a5f472b27ccf0a70e9136f4d90b5c04371833611,gsm8k,na,official_solution_whitespace_tokens,37
170,43,1,gsm8k:openai/gsm8k:train:788,f6594c4de56d3912654414e98fb6f2010d11222098d187f5479805c75cb568c5,gsm8k,na,official_solution_whitespace_tokens,37
171,43,2,gsm8k:openai/gsm8k:train:1474,1ba8d365b666911f0bc7f579b39e5c9b9cef6aecf9443878475716de4bf5b698,gsm8k,na,official_solution_whitespace_tokens,38
172,43,3,math:DigitalLearningGmbH/MATH-lighteval:train:4103,208b6bbd9a52cdbbd98d8ae5f1753969324e4262e04f49391eb9bf8b126c9b65,math,2,math_level_2,2
173,44,0,gsm8k:openai/gsm8k:train:1882,3fadc21d156f7fa94543eda89739517c7eef5c54fc857d47636c89c72cb7f06b,gsm8k,na,official_solution_whitespace_tokens,38
174,44,1,gsm8k:openai/gsm8k:train:2766,72180b5f682ca2bc17f20f80831ac82ec0c10ebfebf9999af02e78053f3a04e0,gsm8k,na,official_solution_whitespace_tokens,38
175,44,2,gsm8k:openai/gsm8k:train:6645,44f722a21d7581153e1c1d6ded92ef30a961314d381d77c2e1d306df0b351d8c,gsm8k,na,official_solution_whitespace_tokens,39
176,44,3,math:DigitalLearningGmbH/MATH-lighteval:train:5698,20ac7de8e6a2dcd92fb9a0cf5d066c5f84db2647f27efee75d1d8ca16cb54d2c,math,2,math_level_2,2
177,45,0,gsm8k:openai/gsm8k:train:1068,b2ad9034947ad844d00cdfd5a15e1f6b25e821a0f62b3f856c0507162e39973a,gsm8k,na,official_solution_whitespace_tokens,39
178,45,1,gsm8k:openai/gsm8k:train:5191,52279e55ef64b258ce159bd2afa708a5257f2c243aab40b1dba373ee310d9f0a,gsm8k,na,official_solution_whitespace_tokens,40
179,45,2,gsm8k:openai/gsm8k:train:3497,2453cdf22ac56cd8c9ce7d8efac35838b2290b2a06ffa7094d118f46502c6514,gsm8k,na,official_solution_whitespace_tokens,41
180,45,3,math:DigitalLearningGmbH/MATH-lighteval:train:1727,27e7d7ce23c8d5416c2d142b36fa4c7dc2cb85c8ccebf43fe14fb8d131e68390,math,2,math_level_2,2
181,46,0,gsm8k:openai/gsm8k:train:3949,35eb12d2f2ec6fcd11c921201aaea08e7f5371f3cf8095cd15357882df49a498,gsm8k,na,official_solution_whitespace_tokens,41
182,46,1,gsm8k:openai/gsm8k:train:6484,760686a8257c19d46696e426c32eb91a9231c5654918af1ef97248fa5f96caed,gsm8k,na,official_solution_whitespace_tokens,41
183,46,2,gsm8k:openai/gsm8k:train:5785,4cc29a330520ec1edae6b44da8ee899d2ab367f7aa8a25aced9913b03df41146,gsm8k,na,official_solution_whitespace_tokens,42
184,46,3,math:DigitalLearningGmbH/MATH-lighteval:train:4259,29cbf719734d6200cdc8f24bb0e9be248fc66453a637769cdbb84e3ddefde080,math,2,math_level_2,2
185,47,0,gsm8k:openai/gsm8k:train:1394,b5f54d9c8072f7371c321443bdfe0ace21892fc29fdaeaccdeaf5cd57b967175,gsm8k,na,official_solution_whitespace_tokens,42
186,47,1,gsm8k:openai/gsm8k:train:3616,049d00deb8d4792d4eeba864025e3f8c4265e33cdb4775ed0347b331051e56d9,gsm8k,na,official_solution_whitespace_tokens,43
187,47,2,gsm8k:openai/gsm8k:train:1217,0696e50abed71582de3f796fad34bda113974a6d60a5551caea295ee38d1eaea,gsm8k,na,official_solution_whitespace_tokens,43
188,47,3,math:DigitalLearningGmbH/MATH-lighteval:train:1624,2d91b975f49f6696444b0cfaf686f2998dd679ae45807ea4ca7994e03d84e7f0,math,2,math_level_2,2
189,48,0,gsm8k:openai/gsm8k:train:1601,74b121cb68fbe39987bcbb67e7e7232d95a0e9ceefe74f748099b7eb3ef86d37,gsm8k,na,official_solution_whitespace_tokens,43
190,48,1,gsm8k:openai/gsm8k:train:5899,7bff3aa4b419a046a409ac9a54dc4274470e71d115ac3ae09233090a10357452,gsm8k,na,official_solution_whitespace_tokens,43
191,48,2,gsm8k:openai/gsm8k:train:2567,8a3e3d3341c4b9f5b27b6f4006fb1ac6b3b361a39ce9382ea44f7d4224242bb2,gsm8k,na,official_solution_whitespace_tokens,43
192,48,3,math:DigitalLearningGmbH/MATH-lighteval:train:6501,319bcb87d47691983987370482a71d17f9fb4dbc326337438ce8d08c5dae0885,math,2,math_level_2,2
193,49,0,gsm8k:openai/gsm8k:train:4216,9cbac9731999ab896b3d43de0110ea53ed5cc8a72ba6ad8a3a9fdb5eee6512d5,gsm8k,na,official_solution_whitespace_tokens,43
194,49,1,gsm8k:openai/gsm8k:train:6217,a1256f0c03f98f9d26e87b5b7821c73301a45c3cd4c494add1ee783d3e11e192,gsm8k,na,official_solution_whitespace_tokens,43
195,49,2,gsm8k:openai/gsm8k:train:6027,e59259f7d17733d8b9d39febcb24a6577bd21c319f8272f756c04a686bb8cdca,gsm8k,na,official_solution_whitespace_tokens,43
196,49,3,math:DigitalLearningGmbH/MATH-lighteval:train:1358,39ced871a650011a87af7bf91e38e1d6958af168ee73076747f805d331cf49f7,math,2,math_level_2,2
197,50,0,gsm8k:openai/gsm8k:train:6182,15dbf397a879ea95d76d3e70ab81eae5d558f97768e14bcba0d76541efc1b1d0,gsm8k,na,official_solution_whitespace_tokens,44
198,50,1,gsm8k:openai/gsm8k:train:2729,666feec8c1e5bdb277bad85f92ba4b24677fc5f1c3b6063fcfc0176bd99f59d7,gsm8k,na,official_solution_whitespace_tokens,45
199,50,2,gsm8k:openai/gsm8k:train:1592,ae612c68842e8c6eef8ba90a48941890daf7c4dd846919934cd7e9f8d23b26e6,gsm8k,na,official_solution_whitespace_tokens,45
200,50,3,math:DigitalLearningGmbH/MATH-lighteval:train:2493,3d42c04b4ef25e52d4c9e173eea4a4cb4699b538b2fb865047c38405288f221c,math,2,math_level_2,2
201,51,0,gsm8k:openai/gsm8k:train:3614,f0c89c14e6f3caec51308711f2524b713a98ea9a0203527972ba5db9606b3f91,gsm8k,na,official_solution_whitespace_tokens,45
202,51,1,gsm8k:openai/gsm8k:train:1598,12cef05f1be25c738599caa1bb92f60601bb1682517acb5ac1b738753a5d6f9c,gsm8k,na,official_solution_whitespace_tokens,46
203,51,2,gsm8k:openai/gsm8k:train:2722,3774d88c470c1eda53306b252c8d58d61ea2e786233bddae3d927715587fde99,gsm8k,na,official_solution_whitespace_tokens,46
204,51,3,math:DigitalLearningGmbH/MATH-lighteval:train:4432,417ed1dec2d117c6cdc29ace75571b1376c2cdbeacc79ae88d8c34539892a60a,math,2,math_level_2,2
205,52,0,gsm8k:openai/gsm8k:train:4587,591c0a148671c322a42df9dbce2c210c1903ccbffcf4ce6c07b0e8bf2022eed3,gsm8k,na,official_solution_whitespace_tokens,46
206,52,1,gsm8k:openai/gsm8k:train:4193,7429669efa2bb9bdc07c4236ac567c106b2970a9c965127b7986b626ed1de7e8,gsm8k,na,official_solution_whitespace_tokens,46
207,52,2,gsm8k:openai/gsm8k:train:594,b3ee7c4ec73b99cb54eff654bf68ff1ab382b882121eeb853ed94d9691690de8,gsm8k,na,official_solution_whitespace_tokens,46
208,52,3,math:DigitalLearningGmbH/MATH-lighteval:train:988,43ea062e7aa69893d79db87cae6f72c1f49d63579e3dab0f00b9dfde9d545144,math,2,math_level_2,2
209,53,0,gsm8k:openai/gsm8k:train:4426,ba48af22fb7ae928bcde1e1cd59c4586459726d9f75206a3b8a5732de1e8303f,gsm8k,na,official_solution_whitespace_tokens,46
210,53,1,gsm8k:openai/gsm8k:train:7238,e36b1e36670e85e11169447a24b758c80cbb2fc785a407f8a35ee06b980bb3dc,gsm8k,na,official_solution_whitespace_tokens,46
211,53,2,gsm8k:openai/gsm8k:train:6927,067258fe560d8d09653d75775b64d2d6f9b8df4634ae0a8852d28b4ac3fd8060,gsm8k,na,official_solution_whitespace_tokens,47
212,53,3,math:DigitalLearningGmbH/MATH-lighteval:train:7499,44fbafd50da4483afa9f7e5c447cde389fa8d811bde9c15725e43140852c373c,math,2,math_level_2,2
213,54,0,gsm8k:openai/gsm8k:train:2128,6324011d52e197ec7b420efa9f876978cae087a2a124eae3b095a12724777ff8,gsm8k,na,official_solution_whitespace_tokens,47
214,54,1,gsm8k:openai/gsm8k:train:1126,82612ceecc2eb1284504fa92e72c388995ed4e96ed850fd0961dd8922dcf12a0,gsm8k,na,official_solution_whitespace_tokens,47
215,54,2,gsm8k:openai/gsm8k:train:407,da5287536f34785c67488c8dc6c20d1b3e94b2df0a60e13fe85b950be9142641,gsm8k,na,official_solution_whitespace_tokens,47
216,54,3,math:DigitalLearningGmbH/MATH-lighteval:train:5220,4760a49f81d6faec416bc1194eabb3468e1fc5d951f5e1055b77b15cf3f5b3bb,math,2,math_level_2,2
217,55,0,gsm8k:openai/gsm8k:train:5440,ec42847a2f19e3381e660980eeb68a7b0b6e99a365529dd83c6827b88643c2d0,gsm8k,na,official_solution_whitespace_tokens,47
218,55,1,gsm8k:openai/gsm8k:train:5237,50063fd393719b582dd63df592ddb4951322f4d4da553cd9f14c5b7f2ff86868,gsm8k,na,official_solution_whitespace_tokens,48
219,55,2,gsm8k:openai/gsm8k:train:5100,5a6712aa88b19e6975fbca802252fee3c5dc84aca7613ed11c2db1538970b915,gsm8k,na,official_solution_whitespace_tokens,48
220,55,3,math:DigitalLearningGmbH/MATH-lighteval:train:2302,48fbcd20f7ee29fb9bd747744cb307616e7c507b57bd145d6bafeb44696882af,math,2,math_level_2,2
221,56,0,gsm8k:openai/gsm8k:train:7087,77031c3de5e647f382fdf9f1e58a80fb0fa54f2a3773d6899fa44dacb43f1a57,gsm8k,na,official_solution_whitespace_tokens,48
222,56,1,gsm8k:openai/gsm8k:train:2726,b31a0bfcbcc2dc012b448115b038bd0bcc46419c92e2ad69ae5e470bc3e664a0,gsm8k,na,official_solution_whitespace_tokens,48
223,56,2,gsm8k:openai/gsm8k:train:4823,ee5c2e5f92251e7d2a83b00e1132af0707de44ef78e5c860c2516d43c129d1bc,gsm8k,na,official_solution_whitespace_tokens,48
224,56,3,math:DigitalLearningGmbH/MATH-lighteval:train:388,4b23399f269eb85380d8da9dce7dac6c660c869d2adefd40f4d4704d1819d796,math,2,math_level_2,2
225,57,0,gsm8k:openai/gsm8k:train:4939,024983fda03a6e06b709e872e6a6afb875de241d9e7381327513bc6187a9d706,gsm8k,na,official_solution_whitespace_tokens,49
226,57,1,gsm8k:openai/gsm8k:train:2163,677926798fcbfb28f182384c7efd71fe3c3938cc26ec9e4f8f56cc6f9152047f,gsm8k,na,official_solution_whitespace_tokens,49
227,57,2,gsm8k:openai/gsm8k:train:6504,a355f43f20d78a71969fbe17f32c711f65a69ce6730f373fbd03f26f91720eec,gsm8k,na,official_solution_whitespace_tokens,49
228,57,3,math:DigitalLearningGmbH/MATH-lighteval:train:5741,4bfd9674946280989ab718d58e4aad0db6ed1ad88c0a75353f556abcd4dcbd5d,math,2,math_level_2,2
229,58,0,gsm8k:openai/gsm8k:train:3458,aed34f04f50c7eb86b05d4df780978d71628b51768c46e5d0559061107cf0aa8,gsm8k,na,official_solution_whitespace_tokens,49
230,58,1,gsm8k:openai/gsm8k:train:7054,b5d834f9cd17af4be713e9b9a8c69b0929842adc74976740282435bb7bd09170,gsm8k,na,official_solution_whitespace_tokens,49
231,58,2,gsm8k:openai/gsm8k:train:1993,0a10c91103762584303e96bc753cf0f468a5bafd254c266b816322217f5a58ab,gsm8k,na,official_solution_whitespace_tokens,50
232,58,3,math:DigitalLearningGmbH/MATH-lighteval:train:1677,4e4e81335f048b222ce59d91a943ab0f1df5173998dbbbd37b273bc4a2539dca,math,2,math_level_2,2
233,59,0,gsm8k:openai/gsm8k:train:5831,a8e09a385fa8e4806fa5af5c8ecbac3a3732370215175d1da4561ea53afe0b4d,gsm8k,na,official_solution_whitespace_tokens,50
234,59,1,gsm8k:openai/gsm8k:train:6608,d3af5d6f4d44317b57f835a6d09a4853ee6db6f4603369dae0c50e38f7bbc27d,gsm8k,na,official_solution_whitespace_tokens,50
235,59,2,gsm8k:openai/gsm8k:train:2493,f671178aaf7ac0e488e383b62d718071288367095532c1a4dfd899a72e18e55b,gsm8k,na,official_solution_whitespace_tokens,50
236,59,3,math:DigitalLearningGmbH/MATH-lighteval:train:5649,5143eb696078d894a641814aca1e7a870844a31b731d27f834cd399860011903,math,2,math_level_2,2
237,60,0,gsm8k:openai/gsm8k:train:6826,1a0756e1290f53493301f4812a4f6f14f4436d55b6b8e8acec460bb0614a2435,gsm8k,na,official_solution_whitespace_tokens,51
238,60,1,gsm8k:openai/gsm8k:train:6167,2a4fca9af7b049cbda869cd3e82750ff53d856a0e80de04bf73d2a26339884c6,gsm8k,na,official_solution_whitespace_tokens,51
239,60,2,gsm8k:openai/gsm8k:train:5446,bdd901058efacc55dd8b142bf22616b5db25d6d5660d17086e9ba687e74413fb,gsm8k,na,official_solution_whitespace_tokens,51
240,60,3,math:DigitalLearningGmbH/MATH-lighteval:train:3689,5229fd1e0e9a6b8fc6785029e37ba3c999d0d7a0e623cc975b6654fa013da7a2,math,2,math_level_2,2
241,61,0,gsm8k:openai/gsm8k:train:5396,025cc73b0badca38c7d78aa143ead10997d49d2273dedfc1c81272180bb542d7,gsm8k,na,official_solution_whitespace_tokens,52
242,61,1,gsm8k:openai/gsm8k:train:3867,900110ed24fde47bac4fd734f2d6977fef894cd89ad704a3930fca61ba810195,gsm8k,na,official_solution_whitespace_tokens,52
243,61,2,gsm8k:openai/gsm8k:train:3132,2039f7599a30383423e424b80ef5e532303180ea063b319f55679077093ac815,gsm8k,na,official_solution_whitespace_tokens,53
244,61,3,math:DigitalLearningGmbH/MATH-lighteval:train:3746,598c9e720509043eb38998b53eba3a9e91da48dc270d6cb1a7515cf5295aed72,math,2,math_level_2,2
245,62,0,gsm8k:openai/gsm8k:train:4359,43dd133e743698f2181b00786cbeb8443bb63d2f87caf797e6ebf7657736a4b6,gsm8k,na,official_solution_whitespace_tokens,53
246,62,1,gsm8k:openai/gsm8k:train:2714,c79b4634868c74a1d6ffcf26e150e040b7d1f064d248433014411ffde1146b2b,gsm8k,na,official_solution_whitespace_tokens,53
247,62,2,gsm8k:openai/gsm8k:train:6674,446e0c3d33078020ca226858a67a8bf95d3bbb8d8cf54f283cb4c4dbb4259666,gsm8k,na,official_solution_whitespace_tokens,54
248,62,3,math:DigitalLearningGmbH/MATH-lighteval:train:4000,59c616a1d56be93cd6bbdfe85e186208d10d2f82cc19e94723b63b04cfb9ca38,math,2,math_level_2,2
249,63,0,gsm8k:openai/gsm8k:train:427,61412531ea60f7f9d0eea283d6ce8bff3d6ca9ea4128ed88ba1e6c0672c00ebc,gsm8k,na,official_solution_whitespace_tokens,54
250,63,1,gsm8k:openai/gsm8k:train:3992,000a485a79eec751d8047d9dbbb1b288682f9ccf3fe192dbd670745e692c3c57,gsm8k,na,official_solution_whitespace_tokens,55
251,63,2,gsm8k:openai/gsm8k:train:6212,323b6a08198d1eb1342141350b1002d5eed786144a1b1b27708e77751d4588f3,gsm8k,na,official_solution_whitespace_tokens,55
252,63,3,math:DigitalLearningGmbH/MATH-lighteval:train:499,5a33e09a8346c86b3a391b030c5f8a307ea403bb12cbc518dfa6241a95421575,math,2,math_level_2,2
253,64,0,gsm8k:openai/gsm8k:train:2191,33fa10e1be30e36f13d545b6648c162a0765cda164f4bfe661b053e67da2be39,gsm8k,na,official_solution_whitespace_tokens,55
254,64,1,gsm8k:openai/gsm8k:train:4294,4410609f69783ede49b616ae4cb51be1187a37d7dbf6ea3c0084a5b2774d0c43,gsm8k,na,official_solution_whitespace_tokens,55
255,64,2,gsm8k:openai/gsm8k:train:2440,4d488a3e87623304f573f95502a241cf3a117c45515fc135066be15b9394c173,gsm8k,na,official_solution_whitespace_tokens,55
256,64,3,math:DigitalLearningGmbH/MATH-lighteval:train:6511,5ddd5e75da088f586f120f2b40420de3b83a61eaf9a9377b3cb4527d9d1231d3,math,2,math_level_2,2
257,65,0,gsm8k:openai/gsm8k:train:3089,58f23689b1775f5dc6cfa08d5cd09dc6a839dd6900a493e2fb974ab208b4a0b0,gsm8k,na,official_solution_whitespace_tokens,55
258,65,1,gsm8k:openai/gsm8k:train:761,cbe5c9a2c1386e04e017d374f5f7b5f22e7ff46e31669af8a8731121548ac697,gsm8k,na,official_solution_whitespace_tokens,55
259,65,2,math:DigitalLearningGmbH/MATH-lighteval:train:3195,63488b595500e909566b668d916d84b7c42182184fd8371bc288f34b6174ce51,math,2,math_level_2,2
260,65,3,math:DigitalLearningGmbH/MATH-lighteval:train:263,6b07de8f60714bbde88248c5b8e24d5f59d5a0d83fa746bf72854194aa6003e8,math,2,math_level_2,2
261,66,0,gsm8k:openai/gsm8k:train:5385,9112c52bb3f59431f500f7d2a78406a89f23d0b4cd49b43d34dadf7342c341fb,gsm8k,na,official_solution_whitespace_tokens,56
262,66,1,gsm8k:openai/gsm8k:train:5925,b738c31f90978a5d4ac4d3917104d9c583e72be6b55b70925768f7e6f4f5bc33,gsm8k,na,official_solution_whitespace_tokens,56
263,66,2,math:DigitalLearningGmbH/MATH-lighteval:train:7332,6ced812f875b1300fddd8b9406ea0338e9f4b73ec2326bf6978215188a0edabb,math,2,math_level_2,2
264,66,3,math:DigitalLearningGmbH/MATH-lighteval:train:1911,7efe79556389bffa88cd70100d92be46828bc7082287228053f5dda88808e42e,math,2,math_level_2,2
265,67,0,gsm8k:openai/gsm8k:train:6125,d9a9e3ed438cfdc8450968cdfb8d3cac90316d1b6b582c7a6c0d6ec7aff20410,gsm8k,na,official_solution_whitespace_tokens,56
266,67,1,gsm8k:openai/gsm8k:train:3280,678f954b9a2859ff8f4a57b2bd752a2d287c7d851bcf8b519c797138813187e2,gsm8k,na,official_solution_whitespace_tokens,57
267,67,2,math:DigitalLearningGmbH/MATH-lighteval:train:163,8121240d3bf7b31e78dd7b1e94c6a5ce29191059080a43b96720a3c18fc043e8,math,2,math_level_2,2
268,67,3,math:DigitalLearningGmbH/MATH-lighteval:train:6921,818102d20e0bcc1e3607e88e3a086e8db6bce97b0b4b62c67e42492253e839db,math,2,math_level_2,2
269,68,0,gsm8k:openai/gsm8k:train:3675,c99929d7dbfcbae8f6442fbeb0e6b23c9b483e297a47d21f11134ac6c369735d,gsm8k,na,official_solution_whitespace_tokens,57
270,68,1,gsm8k:openai/gsm8k:train:5748,f34eda2ff2b838062cbf697166331b25655e7b884967c12a84198b172e121ecb,gsm8k,na,official_solution_whitespace_tokens,57
271,68,2,math:DigitalLearningGmbH/MATH-lighteval:train:6085,8357a82716d4ffb4b0d52d97796245c2692bfa62c99f55a064410c5a14da41a7,math,2,math_level_2,2
272,68,3,math:DigitalLearningGmbH/MATH-lighteval:train:4812,84609f62adb1dbd5b7da0298bc4724e2ba9094445b463cda4831a551c2f2a169,math,2,math_level_2,2
273,69,0,gsm8k:openai/gsm8k:train:2834,01984d2bc6b2e3587fc3d4fdb0f94b28754a97846889f8a67c493cd6ce3bf8cc,gsm8k,na,official_solution_whitespace_tokens,58
274,69,1,gsm8k:openai/gsm8k:train:4087,32b0a7ca821bae9084c50083c91835ff49b4858e92c5551582d7b0eacc1e61bd,gsm8k,na,official_solution_whitespace_tokens,58
275,69,2,math:DigitalLearningGmbH/MATH-lighteval:train:3401,855385ffbd27f96f60bade39576cfec490189f54eee3a2fc9d9583d5b9e084d6,math,2,math_level_2,2
276,69,3,math:DigitalLearningGmbH/MATH-lighteval:train:2278,875535f243f7adbfa82b728b78a3ea904f0db4c931657c9e20af2064a80be2e1,math,2,math_level_2,2
277,70,0,gsm8k:openai/gsm8k:train:3636,ff28ac06b1048f2207f9074514d9a4bc84023f25d0d78bf2f9726fbdb50f8ae0,gsm8k,na,official_solution_whitespace_tokens,59
278,70,1,gsm8k:openai/gsm8k:train:1638,0b0594ec0ca69be4192777025c8b8f49f83882c91e632ce1c1b245580d0ad57b,gsm8k,na,official_solution_whitespace_tokens,60
279,70,2,math:DigitalLearningGmbH/MATH-lighteval:train:3881,87982ec862aeb011f9ff413bd5df5addb605fdc46ceff1d63c3b126a41fc4764,math,2,math_level_2,2
280,70,3,math:DigitalLearningGmbH/MATH-lighteval:train:4129,8bf6ab394dc640863f1794d30eaa9c1349e28be4d3395f3eb9be9a489dff2c2a,math,2,math_level_2,2
281,71,0,gsm8k:openai/gsm8k:train:6912,10723956082fa913e8ffef6cd7b4690e52216094dad2b22bbb2024dc3fedfdbd,gsm8k,na,official_solution_whitespace_tokens,61
282,71,1,gsm8k:openai/gsm8k:train:3103,14cb7a1241bdf426ec7b62b373683041d06aae100262143f0e5cb103874b7587,gsm8k,na,official_solution_whitespace_tokens,61
283,71,2,math:DigitalLearningGmbH/MATH-lighteval:train:3315,8e202895fd314e6c08cfe889abba599d183df9ef62ab5bf0a80edb50c2f5010d,math,2,math_level_2,2
284,71,3,math:DigitalLearningGmbH/MATH-lighteval:train:6131,90eec11e174666cc5b59b4d9059ae5bef7472d89704ba195cd7e903251870f69,math,2,math_level_2,2
285,72,0,gsm8k:openai/gsm8k:train:549,1ece528f59d8445c0953394a8b2872fc3abdcae461c76871b1860ff42e3e8918,gsm8k,na,official_solution_whitespace_tokens,61
286,72,1,gsm8k:openai/gsm8k:train:3532,c769ffcd998cdf4bb5f68b3a971e88552ffb4a572359e6328bbaaf58e01a9784,gsm8k,na,official_solution_whitespace_tokens,61
287,72,2,math:DigitalLearningGmbH/MATH-lighteval:train:4356,92ed29a2ef6a116d7972d8faf0f9544139e5ef282f785d459adc148c0fb80f96,math,2,math_level_2,2
288,72,3,math:DigitalLearningGmbH/MATH-lighteval:train:912,93c8fb854e04316d264be68715bc2fc304374bb594ecb28bea3ce1b0d908267e,math,2,math_level_2,2
289,73,0,gsm8k:openai/gsm8k:train:6772,34261b932612a9bd5f4444adfba08c5d9e1a205d1f3a8aef4fd62cf745deb6c8,gsm8k,na,official_solution_whitespace_tokens,62
290,73,1,gsm8k:openai/gsm8k:train:3656,8cdb7079a1564e8f525ce7eb0221948e938da9837e11e0d38ca0ee1e3dcde1db,gsm8k,na,official_solution_whitespace_tokens,62
291,73,2,math:DigitalLearningGmbH/MATH-lighteval:train:5642,988e2b7184d2f74f9a6178a03ed25644c1c09bbcd661ead0103949a441a09532,math,2,math_level_2,2
292,73,3,math:DigitalLearningGmbH/MATH-lighteval:train:4280,98e8c357df567bac0c89c78602d14869909240a8041a71171ef048fd2437803e,math,2,math_level_2,2
293,74,0,gsm8k:openai/gsm8k:train:4227,3e7cc794c4c5388ababd804336cfb1f37a2aab9c1e32250771e2ea535b0e1709,gsm8k,na,official_solution_whitespace_tokens,63
294,74,1,gsm8k:openai/gsm8k:train:2557,b002b8ddf41c0df4ac3fa7c377d8ef80079e7fabae241490388c15a47a79079b,gsm8k,na,official_solution_whitespace_tokens,63
295,74,2,math:DigitalLearningGmbH/MATH-lighteval:train:1062,9becca90bccdbda6dd7fe7b7195c4bcfd5c3bcc5ada3ce503728b09dc9187f5d,math,2,math_level_2,2
296,74,3,math:DigitalLearningGmbH/MATH-lighteval:train:557,9de925276b45ed2a62789f81102e51c1925d1cccb6bc1f367f8944fadcc019be,math,2,math_level_2,2
297,75,0,gsm8k:openai/gsm8k:train:4447,faadfaace20f1ebdd2c79cd3c0f6e78fca109e3442748b9f1044eed35b5ecfcf,gsm8k,na,official_solution_whitespace_tokens,63
298,75,1,gsm8k:openai/gsm8k:train:6831,22c873bab2c31d09ec8af302e09d6d546c4b9e8a6c122f11df046d4c533a2138,gsm8k,na,official_solution_whitespace_tokens,64
299,75,2,math:DigitalLearningGmbH/MATH-lighteval:train:3593,9fbb7f708e88c6fd497556e88faa427d17d920cba13dba527030ab47dc6d1c5f,math,2,math_level_2,2
300,75,3,math:DigitalLearningGmbH/MATH-lighteval:train:2634,9fd8cf7bc60c2f2297d9be6894f43267bc511b5b62d1a5221681fc2969d967cb,math,2,math_level_2,2
301,76,0,gsm8k:openai/gsm8k:train:4124,3229696e10da6c43e809556f8249401d3b768c188938654d1a9e9cdd08db77dd,gsm8k,na,official_solution_whitespace_tokens,64
302,76,1,gsm8k:openai/gsm8k:train:7109,a970c72bb4f5fc67008933cd61c6458bebee1f91f5cffdb31f11dc699996e406,gsm8k,na,official_solution_whitespace_tokens,64
303,76,2,math:DigitalLearningGmbH/MATH-lighteval:train:4528,a1089a314a297775f49aeb6e011ae1d1a4c0b92280f493c24782b31ed912660a,math,2,math_level_2,2
304,76,3,math:DigitalLearningGmbH/MATH-lighteval:train:1406,a205b769577dd0e359a2094120bfc8d81efc75e2edbb01179f377e168bf6b27d,math,2,math_level_2,2
305,77,0,gsm8k:openai/gsm8k:train:3615,b44cdb17340dd5a0184028365672b9712e6cd03dd96a3b6714691e7cce8cc815,gsm8k,na,official_solution_whitespace_tokens,64
