problem_id,dataset,math_level,prompt_hash,target_hash,prompt_token_count,target_token_count_excluding_eos,active_target_token_count_including_eos,combined_token_count,ignored_prompt_labels,active_labels,eos_active,prompt_cap,target_cap,sequence_cap,prompt_margin,target_margin,sequence_margin,truncation,status
gsm8k:openai/gsm8k:train:2662,gsm8k,,434a5832e2a3599c3f1690013d972a09c6f9a498a64cb49ba8c0434d6feb25f9,34f432af5bd8c4691734e750da513449d106e4f00f406d3b708549499edd6b8e,143,67,68,211,143,68,True,928,640,1088,785,572,877,False,passed
gsm8k:openai/gsm8k:train:2804,gsm8k,,134ede0ae957646d5c06cda083e7daf3d955f62b18ee5a88b3af3e6c391f8c54,c45df9d37cd7aaf2168769333686df261e72fdb9d4064d28bf87b9906bd94437,142,127,128,270,142,128,True,928,640,1088,786,512,818,False,passed
gsm8k:openai/gsm8k:train:6910,gsm8k,,915eeea3ba4065fa37ff88a7074ff688b3baff6b39c1966d5423890f17219305,a33bdfef50fd2ac6f7b4e3cb482ed8c9fc8fa28a94c306b75b4e8dd250f511b8,142,61,62,204,142,62,True,928,640,1088,786,578,884,False,passed
gsm8k:openai/gsm8k:train:5394,gsm8k,,510a1b892ed516a94ce9e576d5d6a384d264e1579c06f0ee528d8961402f7dfe,8bc156c8bea5c407ef5305d9cfaec39c78f633614aa0db0687ce666e3a2d4e33,128,73,74,202,128,74,True,928,640,1088,800,566,886,False,passed
gsm8k:openai/gsm8k:train:4244,gsm8k,,2723932d11368487f418999b165bfcfb90b779dc86304d440f60ce58c385e167,0d973efe13fc5d5b9b3a710feaaff660dd1f7556208ff733d5ec1f62589afc78,149,83,84,233,149,84,True,928,640,1088,779,556,855,False,passed
gsm8k:openai/gsm8k:train:4216,gsm8k,,9cbac9731999ab896b3d43de0110ea53ed5cc8a72ba6ad8a3a9fdb5eee6512d5,358bc89422c7ae0b0d4c6947048fc26ed93da0cd6f872c6318d0bb860fe0d2aa,165,127,128,293,165,128,True,928,640,1088,763,512,795,False,passed
gsm8k:openai/gsm8k:train:4124,gsm8k,,3229696e10da6c43e809556f8249401d3b768c188938654d1a9e9cdd08db77dd,f4a1835b5a6ea61a79924f0d0eac8668197d3ab0b390333a2d1a23ff1dbd6c61,191,163,164,355,191,164,True,928,640,1088,737,476,733,False,passed
gsm8k:openai/gsm8k:train:994,gsm8k,,bfdaec6dbbc015d6b6aae680e63b8675d6b86c0faaf5f4d3d99fc104c6218544,960cb9cec7cc13fb28d4f2122223a2c1cafd88081d30414bc0b9753175b1674d,174,189,190,364,174,190,True,928,640,1088,754,450,724,False,passed
gsm8k:openai/gsm8k:train:635,gsm8k,,70caa1ab504063be5a618f4abeeeb6ba8f35c2694bf45cf12883fb32f043c220,a4b21c3c4103c608ebe7f5194279698f90037f522d02914218f04d9967f3bf59,149,81,82,231,149,82,True,928,640,1088,779,558,857,False,passed
gsm8k:openai/gsm8k:train:7109,gsm8k,,a970c72bb4f5fc67008933cd61c6458bebee1f91f5cffdb31f11dc699996e406,933777affa8d16fde3049c37ed773cb713183037ad8d838d891b7895cb5692c8,161,116,117,278,161,117,True,928,640,1088,767,523,810,False,passed
gsm8k:openai/gsm8k:train:3870,gsm8k,,78ef2f571861d6485ba815f1de227448e4c3e462b81571002d7f376f0e003239,94d121a000cfb578c6af56d37d68352fb40cdbf3b5818b6eee139061c4133d55,142,77,78,220,142,78,True,928,640,1088,786,562,868,False,passed
gsm8k:openai/gsm8k:train:6167,gsm8k,,2a4fca9af7b049cbda869cd3e82750ff53d856a0e80de04bf73d2a26339884c6,da3e7016ab0b2f025d2f3d5a34232d87c28136ab7f7763522dfc680f9167b692,180,159,160,340,180,160,True,928,640,1088,748,480,748,False,passed
gsm8k:openai/gsm8k:train:1104,gsm8k,,335496b9d7cdc60b0f62508d3f8146eccc7de72ecbb83447b716d88bf20ba9bf,03f1e0d7f49427beb4780691b82d85937c55116762c7a8098802ed42cd4d7659,171,197,198,369,171,198,True,928,640,1088,757,442,719,False,passed
gsm8k:openai/gsm8k:train:245,gsm8k,,2f4521a354d7d5cb47fa38131374357c523edc600b23f6a59aa41f81afda2a10,6ee4d0e5cfc448b69c9216f1c256e7fd7fb3e3c0b473e40e52de350437fceabd,146,117,118,264,146,118,True,928,640,1088,782,522,824,False,passed
gsm8k:openai/gsm8k:train:1993,gsm8k,,0a10c91103762584303e96bc753cf0f468a5bafd254c266b816322217f5a58ab,d08db4229ea082fb6d1edfb3427b8d4aca11a0b676c19e41e2cca1900ab93c56,144,126,127,271,144,127,True,928,640,1088,784,513,817,False,passed
gsm8k:openai/gsm8k:train:2725,gsm8k,,f4ee91919520e546e5450da3032a747409ecc1757dac458d51bb8e84a9970539,28c2a8a05aa642f4a6b6d1fe30d9bff5cf6b3d2848845681e437dbfa6d143fff,164,153,154,318,164,154,True,928,640,1088,764,486,770,False,passed
gsm8k:openai/gsm8k:train:4768,gsm8k,,52b44d29bd67a790d3432a880bfcd1c6fce034690c2f905dd1f54fab1b94e745,592f407a1371c9685793b2dafb2206c302c4a7733c197b7dd90b5f3b45af0a55,144,68,69,213,144,69,True,928,640,1088,784,571,875,False,passed
gsm8k:openai/gsm8k:train:3656,gsm8k,,8cdb7079a1564e8f525ce7eb0221948e938da9837e11e0d38ca0ee1e3dcde1db,8e96e022299e88f4935fb05c290b3304177dfef76571b0cee4d45c408196f5f0,147,155,156,303,147,156,True,928,640,1088,781,484,785,False,passed
gsm8k:openai/gsm8k:train:3707,gsm8k,,0232b7a4c7f799281dffad0df7d8bfab69814aa3c19984f5486cc0a6853b4d5e,70cce44a80652bccb357410518ea3c9c0397a6a7604849a9cc12674cdbe8dee8,148,159,160,308,148,160,True,928,640,1088,780,480,780,False,passed
gsm8k:openai/gsm8k:train:4261,gsm8k,,fb75f83412e8ce61fb2cfc6891aae21041e4a335a6f9a4124d024200f3af59c2,efbe531e32b9f0813af0597c9f0d0c94067aa1a8952ea2aae9c550d50631a141,180,170,171,351,180,171,True,928,640,1088,748,469,737,False,passed
gsm8k:openai/gsm8k:train:4974,gsm8k,,ae8a0a2c0f014348b6e7380b36b4525f7291b39b9142b07e86b62933fcaccaa7,c2c439a761ce4d47bccf1ff2085d8efe92eb49947a0503e7b46826c66c39de15,145,86,87,232,145,87,True,928,640,1088,783,553,856,False,passed
gsm8k:openai/gsm8k:train:3199,gsm8k,,9945d0d26a4f7c5f53404ab415f38cda11744605e7882f0b2981d77bbf407354,a0d388a9589c7e22b9c9374f26db66715ef97b5096dd968eda71dc5dd20bc886,185,75,76,261,185,76,True,928,640,1088,743,564,827,False,passed
gsm8k:openai/gsm8k:train:3803,gsm8k,,421a57b2daa8d042ab0e6321274ebdcb930362ef134b4aa80fe733d9b0832511,3b75632663104667ccbd52bfbc1dd896d93f635f335634d1d207809d194ed746,184,155,156,340,184,156,True,928,640,1088,744,484,748,False,passed
gsm8k:openai/gsm8k:train:5396,gsm8k,,025cc73b0badca38c7d78aa143ead10997d49d2273dedfc1c81272180bb542d7,2e32371da785fc4ba626ba2f2bbd170578314e0d0dcf0dddd8d2087f7559dca0,171,123,124,295,171,124,True,928,640,1088,757,516,793,False,passed
gsm8k:openai/gsm8k:train:604,gsm8k,,4be09f5208f1d76669541b447e5ee0e655b3b2db878d25bd72c2b266bcb6cc2c,c4a4a722687618b207aa232b90397d0f75241131dc39cd745fb33bc63ff26042,186,141,142,328,186,142,True,928,640,1088,742,498,760,False,passed
gsm8k:openai/gsm8k:train:2722,gsm8k,,3774d88c470c1eda53306b252c8d58d61ea2e786233bddae3d927715587fde99,bb53ea760c71da444c103729054d7a3be76c05efd3a93210b384f1140b701a89,160,119,120,280,160,120,True,928,640,1088,768,520,808,False,passed
gsm8k:openai/gsm8k:train:5880,gsm8k,,9045dc1456e950c5428867348ab6c644cbc315cc0f63c57fcac2f4579590450c,b4d3dd987cf3f6fb1e364f526850f32f2b53e98bf561822d828b24fe903fca4e,134,94,95,229,134,95,True,928,640,1088,794,545,859,False,passed
gsm8k:openai/gsm8k:train:2714,gsm8k,,c79b4634868c74a1d6ffcf26e150e040b7d1f064d248433014411ffde1146b2b,ed2a832fb5c4db40334c1961d3128fe609bffc49b4d8e1cb36b0cc1d3506926e,180,190,191,371,180,191,True,928,640,1088,748,449,717,False,passed
gsm8k:openai/gsm8k:train:2024,gsm8k,,189f8de1831e6dfeeb8d4f9fa87397c3f15de3d1e64ef983c271395f977ca910,53f81521b9288c33aa9130536fa2808252c58bc4691cb99fb5f1751dccdf1797,140,88,89,229,140,89,True,928,640,1088,788,551,859,False,passed
gsm8k:openai/gsm8k:train:7175,gsm8k,,c111b392f591f3526f60cc4b69c361f2ce4ecf6ba3190aa7595ff15875d33196,60b2e23336b5362db84c129aa89a7a73efb5b114d5d7795967ff548ba2cc2fd5,175,164,165,340,175,165,True,928,640,1088,753,475,748,False,passed
gsm8k:openai/gsm8k:train:2191,gsm8k,,33fa10e1be30e36f13d545b6648c162a0765cda164f4bfe661b053e67da2be39,6323bf4858ffbaf36fdd3fcf8dd11466e247bc13a411a2c9093aa0f190e626dd,160,148,149,309,160,149,True,928,640,1088,768,491,779,False,passed
gsm8k:openai/gsm8k:train:2440,gsm8k,,4d488a3e87623304f573f95502a241cf3a117c45515fc135066be15b9394c173,688d2e50ceeae4f048599e259c4a3fbb22743d8e9f1601e578842a97cdcdf5fa,145,150,151,296,145,151,True,928,640,1088,783,489,792,False,passed
gsm8k:openai/gsm8k:train:1853,gsm8k,,b9535aab42e4c2e53c48f451676cd1027ae50cc44a91ea4e46a8ab201ce88d45,b8acff39dbf8997f48bba93720a99254a1dc87ec3d0243d98ddd74d4b16025d4,136,130,131,267,136,131,True,928,640,1088,792,509,821,False,passed
gsm8k:openai/gsm8k:train:4593,gsm8k,,80f1e0aae06fdf4e9124b301587be2c38a4b40ff1fed8573a857e1e9b5b67313,c9e0d45ad2b2e4a17675cfcaba1baf9b73d8e949f6a4c09d8aa6076cd741b958,144,232,233,377,144,233,True,928,640,1088,784,407,711,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4020,math,1,2b5b091a7ce3328a7bf3c844af3df72f89f1d51c22d5b6872366ea0940386a31,2f35030c28c6412a30f5b8b4c26916a2986675aa3943df03df6c95e49060b5a0,130,166,167,297,130,167,True,928,640,1088,798,473,791,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3258,math,1,55ff977007a2d441a7920c8452df00f35b16c0094c85c28e549d8d0d8274eced,18705b1968778ebb873a3a2004e42517773d6bee0584fc3dfdfd002f667154fa,109,154,155,264,109,155,True,928,640,1088,819,485,824,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6542,math,1,d708904eb40efea3f00312e0bbaad148542a17d08ad9847399f22c4c4863ad28,0952ffcdb9bb921fe0fffc706e8c3ca490d0c88df4cae43ed42232b5fd166b4f,114,104,105,219,114,105,True,928,640,1088,814,535,869,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:989,math,1,028d6188eab28d4c28ebf681940035aa4b9ecb072d4945da5f19161459337e58,fa461e3553cb88f0039518418f0a4628eff3e5eb5b47bc907b07ff84783937bc,123,108,109,232,123,109,True,928,640,1088,805,531,856,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1546,math,1,ee94efde3596d91c5edf26b1aa405a72fcfe92c3d64c0979bc5804f294d7657c,c752c6355dfd21a8f26e290afc2d43b66fedcc3c1ed91434f30ea4449be63912,139,116,117,256,139,117,True,928,640,1088,789,523,832,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6139,math,1,df8914a85f181e87714700e5f00ebf00311a02e74aa45949146c0b6300ff5f12,cbe5d41ce77ccb6bea779005de961146549c2ba0db62840bded4d864b7daa4b7,118,88,89,207,118,89,True,928,640,1088,810,551,881,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6169,math,1,fac1d9148cbebe8e3dcf4b00cdc53b8e2e6e821d12486e49fa68f7190482ce5e,3d6609e4f5c029cc3984ca5fb4a90e9ced44a6d214ad44a6002a1e3fd41e1cc6,124,320,321,445,124,321,True,928,640,1088,804,319,643,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7081,math,1,1c6a48d891779de770fa07d3d0e7cb75ecffc7923de0c01e715070d132a2c347,51c4e6c9e08cb77b69082bbc518ad72b2c5f6c91ae387ce67631dccf90b6d310,139,190,191,330,139,191,True,928,640,1088,789,449,758,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1197,math,1,8c472f521fd3e9fca8fbb83bde9d701d437fba205cfd2be9610285fb08e9719f,d64f70e6f47f20066be1b53a9e0b5613c5cf7ca59bf9e124db0c1743cdfd0cd8,131,152,153,284,131,153,True,928,640,1088,797,487,804,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3657,math,1,77ab1fcdd5eb502a7963f7e83d42cc19f621daee316ae82ddc0aa7f5d605e500,5d142de3fd74a8aaab2859dd6a964e105d52aebfea7b04cf9c6a2c2f3030f765,150,228,229,379,150,229,True,928,640,1088,778,411,709,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2441,math,1,dba4df89f10b7d529a32687e6aa2e2badf79f0efef924a036d9644b06d611a6c,e6d08c4d5c27e63ed149d86907ec8c2855ffcea5461846fd068dbc05c466b03a,139,166,167,306,139,167,True,928,640,1088,789,473,782,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7484,math,1,76e83742d805574bee4bbbd9c8e5f76724ff77d8a4070a81cc18c589193edb93,ea5ab08d1215371561f39ae4fcb5c4d4366fd3fa0fcd800010582fd4947357d8,128,78,79,207,128,79,True,928,640,1088,800,561,881,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6953,math,1,8f9403d222c4bc309a5895bc9c217a545ea4aa6380c53860c289a505348aaed8,2e3aef98f963581fe76604013924a2dd43624c2d12eedd51b026f692e463ec1c,138,160,161,299,138,161,True,928,640,1088,790,479,789,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:772,math,1,794a35265f64cb3d30f7b2cbe93f5a989853877690a16a42b30b8212281eb161,6ce90076b1d6e693571f06357c9461186ecde113f5bf05d26ef5bff23e3ebfc1,123,112,113,236,123,113,True,928,640,1088,805,527,852,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4147,math,1,60d78405a533f7fd761ba0d6c2f314a3dcd443ae3fb77f73170762c23f20220b,c17fa6a0b3d5157171592271207a1f8c362f9c95dd276569cd967cc330f74500,163,150,151,314,163,151,True,928,640,1088,765,489,774,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:37,math,1,6fad9f0c632a0de2b3228597cba457dad62bc3b0a79e6f0bc8d729bab4dbc872,c04ceab348a8c4ca3ba9bbabefd6f5a5551c24ba1fa826be885b69ae7cc8c008,130,54,55,185,130,55,True,928,640,1088,798,585,903,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6020,math,1,fd3eb750aa520582bbfa022e022d049872c32b5b8576ebe7e39bd9c7eaec34c3,30c9143715d7f610903d22d52d2ac3ffb2a1a28c4211ad6bf0d738f14ffbe5f9,138,138,139,277,138,139,True,928,640,1088,790,501,811,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1212,math,1,8cf27af0bd44d008b240c637885c5bcb13687857e8335e99838a688ef1ecf37c,a838f7e4d6ab8219c2ce0a258806df58705c81d98df86b1e74f90b1748c4226c,315,82,83,398,315,83,True,928,640,1088,613,557,690,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2118,math,1,74a9325cfcebaa8bb835363d3f4af29bf792145af34e7af985572ff3f503b962,a446473bd31763ff2ff45f5f07bd9ce1a0c91fb626c49277ea4e54d78a3b6dfc,111,270,271,382,111,271,True,928,640,1088,817,369,706,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6537,math,1,f4f0bc1405d19c8d51d32030de8f73b2dfbef70d96f1b44755222465e31453f1,e304832c46dfa328638f5c7cda1cefd86c0ef99ace0cf8af04b1ed78d79d708b,136,170,171,307,136,171,True,928,640,1088,792,469,781,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2424,math,1,7364beb09501dfa7dfbb679db27a4841bd02fe207570ad05f55bb27d52c02c45,33067f4833bf13e746b891b22dca58ae230ac0bac624606a043db4f7a3ff3672,124,226,227,351,124,227,True,928,640,1088,804,413,737,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4900,math,1,d1e4d05eb3c00edb512466fe4f68d7070b24b48f5c9d72cda5e8ddf8538b4fe5,83ad4255d5ccbd4cc761b70baca041c13cbdff607d73026356b0f777beeab894,143,332,333,476,143,333,True,928,640,1088,785,307,612,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:5389,math,1,ef7fc662df970d4b4f335642cf448f490bccd0939b2ea8125253e71dd52bafda,8205f61dd5b92b8853f1963a74ca0236b69ec4815b53eea19ca612347d3230af,128,268,269,397,128,269,True,928,640,1088,800,371,691,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6367,math,1,02d2f95d7484de4d2e79c760a065e9b397d507f6ba765a109f0af4dd919f23e8,c31b7a7b01227ebf0794f3358ce57a786f7990c0adfee20215628e2b129ceef3,131,110,111,242,131,111,True,928,640,1088,797,529,846,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3232,math,1,fa5021a5ac570a70321b211e0099e69bbe4e8288000fb2101ebf004cdf86762d,ed6930554f27638e5d2ecbfcd0de7343075a76ba1b8eff415e010c5edf6e93cf,153,252,253,406,153,253,True,928,640,1088,775,387,682,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1864,math,1,181c8a3d6660d062bb47d570a090dcf101a4d881d37c8b26120b87d726c3571b,4fed94faaa2405fd7416ee6cbf04c7c4ad8190eebe65359fc8ce31234b4e92b0,114,116,117,231,114,117,True,928,640,1088,814,523,857,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1081,math,1,a541578e8265faaf32c0cee40388c8a9a0c3e1f387e92d2996bbea6352a6d17c,342c76ad81a0c75b79574b989b029ff3e2398adafaef2d111c0f249c4b250235,119,128,129,248,119,129,True,928,640,1088,809,511,840,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:941,math,1,5a8cd1cc7693cee79942ca42292db04a296f71b2cce582d1feb1a14e81b60a61,66ce952dbcedfd0b661859da3f51ca89e476984a10e4a8d4ff80ca528c3153a7,121,96,97,218,121,97,True,928,640,1088,807,543,870,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4703,math,1,2564e2d8724f05dfde33836a2a57d5ee9eb140bfd69cadb3d43faa1cefc32718,255b3726a83700b54594ef249ae6de507522eb799bc5613c79a1732f1c14047a,137,270,271,408,137,271,True,928,640,1088,791,369,680,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1615,math,1,b45b7652b532c6f4197aefa442364a66f4139ea8f66cbea55575a00ba4580ae7,da1ea0c3d8419ab1b8d03af38ca0c93480284083d857efb932143a80f268e396,122,290,291,413,122,291,True,928,640,1088,806,349,675,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2199,math,1,a0c6a0d85bbfd56d3b30d991819da0fabc4142ae1a06956ae978ccfcc608aff8,ea010dc5c9a998d54c64deeadcb81058afb8e932f0bcf006c828bcc588d92f5e,122,90,91,213,122,91,True,928,640,1088,806,549,875,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4567,math,1,ae6d428a0d006fda0a4b7acb8436234212af2fbd7d7149dcb55b89537a12bdf8,24b425778a8c9c1ecb334b1596658383e16fe87c1e8543bf59e0752727543824,914,104,105,1019,914,105,True,928,640,1088,14,535,69,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2278,math,2,875535f243f7adbfa82b728b78a3ea904f0db4c931657c9e20af2064a80be2e1,ed0fabdb2a5878ff54eb3241884c2325d698cda38ce6a56d12addb0f81a78d56,143,172,173,316,143,173,True,928,640,1088,785,467,772,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:988,math,2,43ea062e7aa69893d79db87cae6f72c1f49d63579e3dab0f00b9dfde9d545144,3c0e56874dac63facb7586c099232f129119a5d91b1e4bf1eba7452fa3aade01,135,248,249,384,135,249,True,928,640,1088,793,391,704,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:86,math,2,d8ab2a63d600366128c2d2381d4a3b435355bfef5ee906ee8e9934a1489a32a0,96495a45e6f521ceff8ebccf365e59a3448fe3b28cabbcc5ae93e4440a16120d,135,136,137,272,135,137,True,928,640,1088,793,503,816,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7106,math,2,affdc491a5b09635a1aaa25ffb80d10c3f36764f4607d4ef743fd4edcd296430,74fcb6e765145cb1bd3973ec13f1f1dfa5afd92bdb90eadba8c9a10672efe37a,281,354,355,636,281,355,True,928,640,1088,647,285,452,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2634,math,2,9fd8cf7bc60c2f2297d9be6894f43267bc511b5b62d1a5221681fc2969d967cb,c4530ba0b0e0c220cbe26f070029935277bf385a6d3165c60515e322830dd12b,170,140,141,311,170,141,True,928,640,1088,758,499,777,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:263,math,2,6b07de8f60714bbde88248c5b8e24d5f59d5a0d83fa746bf72854194aa6003e8,c04c01ca146e1b4bf29012ab2f99791fe19cbe5080246a3c3ab4371c94ac9263,136,266,267,403,136,267,True,928,640,1088,792,373,685,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1749,math,2,1d14dc26f1cb0fcfd34db75d85ea8ed8192aa436d257fe96ac5215ab55df6c1f,3ca3bf84ff46814d7ce83091f101de0bb0d66a3666d63ae85a3de5a7fa791ef9,160,138,139,299,160,139,True,928,640,1088,768,501,789,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:94,math,2,d2a7b42260b15616424081756d8e6e3aef0636a3102319d0e03dbb77d3a254bb,3d579e4297e000fac711af3c05adecee5e56f600a90b009590f0d33f9830e1b5,123,202,203,326,123,203,True,928,640,1088,805,437,762,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3195,math,2,63488b595500e909566b668d916d84b7c42182184fd8371bc288f34b6174ce51,c8b319b804f7e3b6dabd7744cc69bbecae0f0e486f28dbe375e792c50a087c78,210,156,157,367,210,157,True,928,640,1088,718,483,721,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6501,math,2,319bcb87d47691983987370482a71d17f9fb4dbc326337438ce8d08c5dae0885,51ee06b7722bd6c43a9ae4a21bd91093d67656d29f5406d8d27c1a48b17e8c8d,114,118,119,233,114,119,True,928,640,1088,814,521,855,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:5220,math,2,4760a49f81d6faec416bc1194eabb3468e1fc5d951f5e1055b77b15cf3f5b3bb,966c7bb33ec14f31b534fe6332f4b66b115774a1ce41848a1d75213c624b4668,129,112,113,242,129,113,True,928,640,1088,799,527,846,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3593,math,2,9fbb7f708e88c6fd497556e88faa427d17d920cba13dba527030ab47dc6d1c5f,33636777b3d2b8c0356a3d3150d4fcf1079bc5c0958c0fa4eb5c0e514882275e,130,164,165,295,130,165,True,928,640,1088,798,475,793,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4356,math,2,92ed29a2ef6a116d7972d8faf0f9544139e5ef282f785d459adc148c0fb80f96,6a26660409f56a9fdcb56936b386d2f7fa0f5846f9d1effa8b377640878790e3,137,446,447,584,137,447,True,928,640,1088,791,193,504,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3315,math,2,8e202895fd314e6c08cfe889abba599d183df9ef62ab5bf0a80edb50c2f5010d,55d1d1270a587bb19ee4b329c9cfa2582d0c874201300da1d8f9f6f3b9518a3e,478,296,297,775,478,297,True,928,640,1088,450,343,313,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1911,math,2,7efe79556389bffa88cd70100d92be46828bc7082287228053f5dda88808e42e,4de7ab42ec6867264fcba5207f159d041878fb854b4545050d7fcba4614b156c,140,112,113,253,140,113,True,928,640,1088,788,527,835,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4049,math,2,c5713e915245b2c3459dd45f27fb329e6aaee5a40fb68a1a2a6b58cbcb090a1c,6a39e7fc236135df0cfde920b7226eb6382cc43091a79b7fcba6b8c39e89ef6b,171,198,199,370,171,199,True,928,640,1088,757,441,718,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:5610,math,2,0806ef88f8e04332b55dffe8cf9dd31cd38e92daa61cae826fbc59a2b784bbf6,153ec3fc7eb1311a87106851442a5814820f6538641c8b475251164839d2624b,149,184,185,334,149,185,True,928,640,1088,779,455,754,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7039,math,2,e96993d0a76def6ddd53b146a2f92c11980f51e251e078c15788b2f3a44c54e8,199f690a4877d4494d382737bd031540e0285be19fcf506885aab0df1cb26d8b,132,182,183,315,132,183,True,928,640,1088,796,457,773,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4103,math,2,208b6bbd9a52cdbbd98d8ae5f1753969324e4262e04f49391eb9bf8b126c9b65,0531aedb804569ce84ec4fce7f64b4b07267af17a26073aae8050d8c2279f273,140,412,413,553,140,413,True,928,640,1088,788,227,535,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7332,math,2,6ced812f875b1300fddd8b9406ea0338e9f4b73ec2326bf6978215188a0edabb,976ced5eb60c1e9399d09ad97feaf1ee201d3b5005f511713da3936f577cd57a,212,220,221,433,212,221,True,928,640,1088,716,419,655,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7499,math,2,44fbafd50da4483afa9f7e5c447cde389fa8d811bde9c15725e43140852c373c,8c84ec090aeed744fafd60552b8de705d816e06b5580097dc32925f77f63a6e5,171,328,329,500,171,329,True,928,640,1088,757,311,588,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6280,math,2,1b93d25ca8c6a6c69341f1d8c0ef78c955bf6ffb0e93933e779adc108861badc,5143f611988faec5a4e7e1e65efba662f9186c38ed376254481bc19847ef6a50,126,340,341,467,126,341,True,928,640,1088,802,299,621,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3881,math,2,87982ec862aeb011f9ff413bd5df5addb605fdc46ceff1d63c3b126a41fc4764,c897e48ebbb596e3263e1c1f8a4a451352edb80ed082b2e96d120a5781699a6e,136,220,221,357,136,221,True,928,640,1088,792,419,731,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:388,math,2,4b23399f269eb85380d8da9dce7dac6c660c869d2adefd40f4d4704d1819d796,68b7d53990102183f6912fb5d10c34e1a710747e4f5e9464950073bf093ab692,118,308,309,427,118,309,True,928,640,1088,810,331,661,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4800,math,2,e930968b5fccde4f1827a901dd4319745a20e8bb57b1f776dcd08aed45f34d20,04b6a8936913b9484fc35c8bb30f0c6afca8b62491c330b59fd2182a53734295,161,280,281,442,161,281,True,928,640,1088,767,359,646,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:557,math,2,9de925276b45ed2a62789f81102e51c1925d1cccb6bc1f367f8944fadcc019be,34ef6cd67e06ace7c6f12fcd81cd91ca32a5ef9fafc6117eaff1d4bed5c82bcd,125,152,153,278,125,153,True,928,640,1088,803,487,810,False,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6144,math,2,01c9bf3ecf26fd0ddc885278f432196f74bcf9a93a9dc9fee4767b5f26e36555,7f40b8e2cdd2623de3e2c880a25337265e6987788484fcc5a1f5818a406d08d0,129,156,157,286,129,157,True,928,640,1088,799,483,802,False,passed
