problem_id,dataset,domain,math_level,prompt_hash,target_hash,prompt_token_count,target_token_count,combined_token_count,active_label_token_count,ignored_label_token_count,eos_present,eos_position,target_cap,target_cap_margin,prompt_cap,prompt_cap_margin,combined_contract_cap,combined_cap_margin,model_context_length,model_context_margin,truncation,would_exceed_target_cap,would_exceed_prompt_cap,normalization_identity,validation_status
gsm8k:openai/gsm8k:train:4533,gsm8k,gsm8k,,2fd616587d042802a6362b36a5ca0167eaabf128b46cdfb6acaaa3834216be2b,2de741f7f750f4eca9db7ad8c46c326114b5ee0c70023d9f94f472c1fb1eada3,151,156,308,157,151,True,307,256,99,832,681,1088,780,131072,130764,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1505,gsm8k,gsm8k,,507b314fd9875f88fd6ab72bf69c1e21ca2ac69466f5d32e72114e17f54faf45,e0ce78b538440d616a824ced66b1601dbc3796b769b2b7bd5f6badedba90f8a6,158,150,309,151,158,True,308,256,105,832,674,1088,779,131072,130763,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3614,gsm8k,gsm8k,,f0c89c14e6f3caec51308711f2524b713a98ea9a0203527972ba5db9606b3f91,60237b1c806c97388b461bd466f724b77c83bbe9c44a3670cbf231bd72cd6c28,168,112,281,113,168,True,280,256,143,832,664,1088,807,131072,130791,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1126,gsm8k,gsm8k,,82612ceecc2eb1284504fa92e72c388995ed4e96ed850fd0961dd8922dcf12a0,95b3bae33b11e176255a1fa05926f233506295716205c6d2aca9604dc890369c,160,110,271,111,160,True,270,256,145,832,672,1088,817,131072,130801,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4219,gsm8k,gsm8k,,79b0722df15e04f4f8eb2617dd50e8aa2504b0e79537c4520a139c34afd4d3da,c0ac52a9275d06f75b44e07b1c5f0d0b9a4238d8fc39d1b565d5cc70ed2851ad,140,124,265,125,140,True,264,256,131,832,692,1088,823,131072,130807,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6995,gsm8k,gsm8k,,f0221e53991014c873ad94612fc2e66a9033bb30d38baa309014848dab63c8dd,f94330703be453433dedc78cd5f9021d1cb7f74c0b9ef9b435a69a6a9ba8a35b,146,140,287,141,146,True,286,256,115,832,686,1088,801,131072,130785,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3300,gsm8k,gsm8k,,bc203bc190b76ad87bad2e5f091404bf55c69bfc6c4300426f54e582cfa26a8d,cdba8f1d7cbacee6c3777788e127733d6071b595077fb072e371233915132fd4,141,59,201,60,141,True,200,256,196,832,691,1088,887,131072,130871,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:5174,gsm8k,gsm8k,,035157bc767534b72a65ab795f8d4eabf9baf7eb8448fc945f9e3722c89e6a8d,499fc5797d821924d8799d94e8a3c66894e93ad846f3e55e0bcd2656d990fd6e,196,163,360,164,196,True,359,256,92,832,636,1088,728,131072,130712,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4927,gsm8k,gsm8k,,08659037c6f6fd867cf5bd4a5211c2ce8c2345d2a701ab39973345b23f6bde07,96f98d6de56d0df28ee4e40f6fe762b43fbf739ea105bbb9b75da492d1ef2a16,170,188,359,189,170,True,358,256,67,832,662,1088,729,131072,130713,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6250,gsm8k,gsm8k,,7c7a6421bc0a77b74c3c1a83d527b5e1867caaebe5fcf97329116374946e880b,21520abe052b3e8cf9cd1bb16c71df5f4573f716fa5c6dbf2b995963404235d9,148,102,251,103,148,True,250,256,153,832,684,1088,837,131072,130821,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1052,gsm8k,gsm8k,,36c5cdd288eb79a23d319fd5fd378d27e6120be7fad09441bbd449a79177e30c,b914f5ef6e5ce5989efa8e0ea69ad61394129c4f03fb8a87fb1d4c65bcabf566,139,109,249,110,139,True,248,256,146,832,693,1088,839,131072,130823,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3132,gsm8k,gsm8k,,2039f7599a30383423e424b80ef5e532303180ea063b319f55679077093ac815,04f72c4347a5031bfe3558beaf30167f54f1a8cce8f74c13474c981f62bc5dc9,160,173,334,174,160,True,333,256,82,832,672,1088,754,131072,130738,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:5785,gsm8k,gsm8k,,4cc29a330520ec1edae6b44da8ee899d2ab367f7aa8a25aced9913b03df41146,6929782be2883a2e4f5e7b3681b7b68ee6b4a2a6a3e8be6a10f103237a8db93d,150,122,273,123,150,True,272,256,133,832,682,1088,815,131072,130799,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2834,gsm8k,gsm8k,,01984d2bc6b2e3587fc3d4fdb0f94b28754a97846889f8a67c493cd6ce3bf8cc,7a7a58c0e89a990cd3c9d7ec92dc4ad8f428e5f8ac0a31c988b82f8c083bc263,158,159,318,160,158,True,317,256,96,832,674,1088,770,131072,130754,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3125,gsm8k,gsm8k,,5dd7b0c4d10a24952d4fa7ce692f51f7edea11c912a150086da6bf1e1a2832bb,f58554a34962fe0b15f8493fae9f82d9c2e4df8edcdb5302e8e9e59d0fee4c6b,176,211,388,212,176,True,387,256,44,832,656,1088,700,131072,130684,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6685,gsm8k,gsm8k,,a67ff092bb2c7b6c6ef15bcf78c87db31f2a05842319465a6d76105c3d2b7e7c,1a234fb3f0b824b8e48c5c7866c82ff8ecbe5c1ad3a2f9299e314d9e4315984d,182,244,427,245,182,True,426,256,11,832,650,1088,661,131072,130645,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:7263,gsm8k,gsm8k,,d5fa2f9f30880021f254d0901fc33309d97ccfc45c812844db82e2b19a55e61e,c4c509e95e728acd84ca51421785c79053f438312b7d830572f00d6fd3a8226a,172,169,342,170,172,True,341,256,86,832,660,1088,746,131072,130730,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6645,gsm8k,gsm8k,,44f722a21d7581153e1c1d6ded92ef30a961314d381d77c2e1d306df0b351d8c,bd2a7ed5f7df7d6339888a48e1956f69d00e2fb3947b3f081d42338182396522,125,85,211,86,125,True,210,256,170,832,707,1088,877,131072,130861,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6826,gsm8k,gsm8k,,1a0756e1290f53493301f4812a4f6f14f4436d55b6b8e8acec460bb0614a2435,71249f2af64a8bd57d5f8c976b5c5896e9eb8db1a3cc4cd259943def4509caac,148,127,276,128,148,True,275,256,128,832,684,1088,812,131072,130796,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:7095,gsm8k,gsm8k,,947fca0e6259fdc4f127997597db91a699583a864573fc89a15c63723e4076a7,b20454c3138c85e8d7514d9977650c09b08dde14f1056a5f169fb32695b373bd,197,187,385,188,197,True,384,256,68,832,635,1088,703,131072,130687,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3417,gsm8k,gsm8k,,4fd221fd9bf7960ac436c3b7bed7f9c21fd0d37c39b40494b165f7165e6a8bde,5ee003a8e8def57754faf48d9f9e254647bc688e2115e9a7fbd2a7b18710cd93,158,161,320,162,158,True,319,256,94,832,674,1088,768,131072,130752,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2662,gsm8k,gsm8k,,434a5832e2a3599c3f1690013d972a09c6f9a498a64cb49ba8c0434d6feb25f9,34f432af5bd8c4691734e750da513449d106e4f00f406d3b708549499edd6b8e,143,67,211,68,143,True,210,256,188,832,689,1088,877,131072,130861,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2804,gsm8k,gsm8k,,134ede0ae957646d5c06cda083e7daf3d955f62b18ee5a88b3af3e6c391f8c54,c45df9d37cd7aaf2168769333686df261e72fdb9d4064d28bf87b9906bd94437,142,127,270,128,142,True,269,256,128,832,690,1088,818,131072,130802,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6910,gsm8k,gsm8k,,915eeea3ba4065fa37ff88a7074ff688b3baff6b39c1966d5423890f17219305,a33bdfef50fd2ac6f7b4e3cb482ed8c9fc8fa28a94c306b75b4e8dd250f511b8,142,61,204,62,142,True,203,256,194,832,690,1088,884,131072,130868,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:5394,gsm8k,gsm8k,,510a1b892ed516a94ce9e576d5d6a384d264e1579c06f0ee528d8961402f7dfe,8bc156c8bea5c407ef5305d9cfaec39c78f633614aa0db0687ce666e3a2d4e33,128,73,202,74,128,True,201,256,182,832,704,1088,886,131072,130870,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4244,gsm8k,gsm8k,,2723932d11368487f418999b165bfcfb90b779dc86304d440f60ce58c385e167,0d973efe13fc5d5b9b3a710feaaff660dd1f7556208ff733d5ec1f62589afc78,149,83,233,84,149,True,232,256,172,832,683,1088,855,131072,130839,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4216,gsm8k,gsm8k,,9cbac9731999ab896b3d43de0110ea53ed5cc8a72ba6ad8a3a9fdb5eee6512d5,358bc89422c7ae0b0d4c6947048fc26ed93da0cd6f872c6318d0bb860fe0d2aa,165,127,293,128,165,True,292,256,128,832,667,1088,795,131072,130779,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4124,gsm8k,gsm8k,,3229696e10da6c43e809556f8249401d3b768c188938654d1a9e9cdd08db77dd,f4a1835b5a6ea61a79924f0d0eac8668197d3ab0b390333a2d1a23ff1dbd6c61,191,163,355,164,191,True,354,256,92,832,641,1088,733,131072,130717,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:994,gsm8k,gsm8k,,bfdaec6dbbc015d6b6aae680e63b8675d6b86c0faaf5f4d3d99fc104c6218544,960cb9cec7cc13fb28d4f2122223a2c1cafd88081d30414bc0b9753175b1674d,174,189,364,190,174,True,363,256,66,832,658,1088,724,131072,130708,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:635,gsm8k,gsm8k,,70caa1ab504063be5a618f4abeeeb6ba8f35c2694bf45cf12883fb32f043c220,a4b21c3c4103c608ebe7f5194279698f90037f522d02914218f04d9967f3bf59,149,81,231,82,149,True,230,256,174,832,683,1088,857,131072,130841,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:7109,gsm8k,gsm8k,,a970c72bb4f5fc67008933cd61c6458bebee1f91f5cffdb31f11dc699996e406,933777affa8d16fde3049c37ed773cb713183037ad8d838d891b7895cb5692c8,161,116,278,117,161,True,277,256,139,832,671,1088,810,131072,130794,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3870,gsm8k,gsm8k,,78ef2f571861d6485ba815f1de227448e4c3e462b81571002d7f376f0e003239,94d121a000cfb578c6af56d37d68352fb40cdbf3b5818b6eee139061c4133d55,142,77,220,78,142,True,219,256,178,832,690,1088,868,131072,130852,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:6167,gsm8k,gsm8k,,2a4fca9af7b049cbda869cd3e82750ff53d856a0e80de04bf73d2a26339884c6,da3e7016ab0b2f025d2f3d5a34232d87c28136ab7f7763522dfc680f9167b692,180,159,340,160,180,True,339,256,96,832,652,1088,748,131072,130732,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1104,gsm8k,gsm8k,,335496b9d7cdc60b0f62508d3f8146eccc7de72ecbb83447b716d88bf20ba9bf,03f1e0d7f49427beb4780691b82d85937c55116762c7a8098802ed42cd4d7659,171,197,369,198,171,True,368,256,58,832,661,1088,719,131072,130703,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:245,gsm8k,gsm8k,,2f4521a354d7d5cb47fa38131374357c523edc600b23f6a59aa41f81afda2a10,6ee4d0e5cfc448b69c9216f1c256e7fd7fb3e3c0b473e40e52de350437fceabd,146,117,264,118,146,True,263,256,138,832,686,1088,824,131072,130808,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1993,gsm8k,gsm8k,,0a10c91103762584303e96bc753cf0f468a5bafd254c266b816322217f5a58ab,d08db4229ea082fb6d1edfb3427b8d4aca11a0b676c19e41e2cca1900ab93c56,144,126,271,127,144,True,270,256,129,832,688,1088,817,131072,130801,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2725,gsm8k,gsm8k,,f4ee91919520e546e5450da3032a747409ecc1757dac458d51bb8e84a9970539,28c2a8a05aa642f4a6b6d1fe30d9bff5cf6b3d2848845681e437dbfa6d143fff,164,153,318,154,164,True,317,256,102,832,668,1088,770,131072,130754,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4768,gsm8k,gsm8k,,52b44d29bd67a790d3432a880bfcd1c6fce034690c2f905dd1f54fab1b94e745,592f407a1371c9685793b2dafb2206c302c4a7733c197b7dd90b5f3b45af0a55,144,68,213,69,144,True,212,256,187,832,688,1088,875,131072,130859,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3656,gsm8k,gsm8k,,8cdb7079a1564e8f525ce7eb0221948e938da9837e11e0d38ca0ee1e3dcde1db,8e96e022299e88f4935fb05c290b3304177dfef76571b0cee4d45c408196f5f0,147,155,303,156,147,True,302,256,100,832,685,1088,785,131072,130769,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3707,gsm8k,gsm8k,,0232b7a4c7f799281dffad0df7d8bfab69814aa3c19984f5486cc0a6853b4d5e,70cce44a80652bccb357410518ea3c9c0397a6a7604849a9cc12674cdbe8dee8,148,159,308,160,148,True,307,256,96,832,684,1088,780,131072,130764,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4261,gsm8k,gsm8k,,fb75f83412e8ce61fb2cfc6891aae21041e4a335a6f9a4124d024200f3af59c2,efbe531e32b9f0813af0597c9f0d0c94067aa1a8952ea2aae9c550d50631a141,180,170,351,171,180,True,350,256,85,832,652,1088,737,131072,130721,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4974,gsm8k,gsm8k,,ae8a0a2c0f014348b6e7380b36b4525f7291b39b9142b07e86b62933fcaccaa7,c2c439a761ce4d47bccf1ff2085d8efe92eb49947a0503e7b46826c66c39de15,145,86,232,87,145,True,231,256,169,832,687,1088,856,131072,130840,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3199,gsm8k,gsm8k,,9945d0d26a4f7c5f53404ab415f38cda11744605e7882f0b2981d77bbf407354,a0d388a9589c7e22b9c9374f26db66715ef97b5096dd968eda71dc5dd20bc886,185,75,261,76,185,True,260,256,180,832,647,1088,827,131072,130811,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:3803,gsm8k,gsm8k,,421a57b2daa8d042ab0e6321274ebdcb930362ef134b4aa80fe733d9b0832511,3b75632663104667ccbd52bfbc1dd896d93f635f335634d1d207809d194ed746,184,155,340,156,184,True,339,256,100,832,648,1088,748,131072,130732,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:5396,gsm8k,gsm8k,,025cc73b0badca38c7d78aa143ead10997d49d2273dedfc1c81272180bb542d7,2e32371da785fc4ba626ba2f2bbd170578314e0d0dcf0dddd8d2087f7559dca0,171,123,295,124,171,True,294,256,132,832,661,1088,793,131072,130777,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:604,gsm8k,gsm8k,,4be09f5208f1d76669541b447e5ee0e655b3b2db878d25bd72c2b266bcb6cc2c,c4a4a722687618b207aa232b90397d0f75241131dc39cd745fb33bc63ff26042,186,141,328,142,186,True,327,256,114,832,646,1088,760,131072,130744,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2722,gsm8k,gsm8k,,3774d88c470c1eda53306b252c8d58d61ea2e786233bddae3d927715587fde99,bb53ea760c71da444c103729054d7a3be76c05efd3a93210b384f1140b701a89,160,119,280,120,160,True,279,256,136,832,672,1088,808,131072,130792,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:5880,gsm8k,gsm8k,,9045dc1456e950c5428867348ab6c644cbc315cc0f63c57fcac2f4579590450c,b4d3dd987cf3f6fb1e364f526850f32f2b53e98bf561822d828b24fe903fca4e,134,94,229,95,134,True,228,256,161,832,698,1088,859,131072,130843,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2714,gsm8k,gsm8k,,c79b4634868c74a1d6ffcf26e150e040b7d1f064d248433014411ffde1146b2b,ed2a832fb5c4db40334c1961d3128fe609bffc49b4d8e1cb36b0cc1d3506926e,180,190,371,191,180,True,370,256,65,832,652,1088,717,131072,130701,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2024,gsm8k,gsm8k,,189f8de1831e6dfeeb8d4f9fa87397c3f15de3d1e64ef983c271395f977ca910,53f81521b9288c33aa9130536fa2808252c58bc4691cb99fb5f1751dccdf1797,140,88,229,89,140,True,228,256,167,832,692,1088,859,131072,130843,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:7175,gsm8k,gsm8k,,c111b392f591f3526f60cc4b69c361f2ce4ecf6ba3190aa7595ff15875d33196,60b2e23336b5362db84c129aa89a7a73efb5b114d5d7795967ff548ba2cc2fd5,175,164,340,165,175,True,339,256,91,832,657,1088,748,131072,130732,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2191,gsm8k,gsm8k,,33fa10e1be30e36f13d545b6648c162a0765cda164f4bfe661b053e67da2be39,6323bf4858ffbaf36fdd3fcf8dd11466e247bc13a411a2c9093aa0f190e626dd,160,148,309,149,160,True,308,256,107,832,672,1088,779,131072,130763,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:2440,gsm8k,gsm8k,,4d488a3e87623304f573f95502a241cf3a117c45515fc135066be15b9394c173,688d2e50ceeae4f048599e259c4a3fbb22743d8e9f1601e578842a97cdcdf5fa,145,150,296,151,145,True,295,256,105,832,687,1088,792,131072,130776,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:1853,gsm8k,gsm8k,,b9535aab42e4c2e53c48f451676cd1027ae50cc44a91ea4e46a8ab201ce88d45,b8acff39dbf8997f48bba93720a99254a1dc87ec3d0243d98ddd74d4b16025d4,136,130,267,131,136,True,266,256,125,832,696,1088,821,131072,130805,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
gsm8k:openai/gsm8k:train:4593,gsm8k,gsm8k,,80f1e0aae06fdf4e9124b301587be2c38a4b40ff1fed8573a857e1e9b5b67313,c9e0d45ad2b2e4a17675cfcaba1baf9b73d8e949f6a4c09d8aa6076cd741b958,144,232,377,233,144,True,376,256,23,832,688,1088,711,131072,130695,False,False,False,gsm8k_rsplit_hashhash_strip_commas_v1,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4020,math,math,1,2b5b091a7ce3328a7bf3c844af3df72f89f1d51c22d5b6872366ea0940386a31,2f35030c28c6412a30f5b8b4c26916a2986675aa3943df03df6c95e49060b5a0,130,166,297,167,130,True,296,256,89,832,702,1088,791,131072,130775,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3258,math,math,1,55ff977007a2d441a7920c8452df00f35b16c0094c85c28e549d8d0d8274eced,18705b1968778ebb873a3a2004e42517773d6bee0584fc3dfdfd002f667154fa,109,154,264,155,109,True,263,256,101,832,723,1088,824,131072,130808,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6542,math,math,1,d708904eb40efea3f00312e0bbaad148542a17d08ad9847399f22c4c4863ad28,0952ffcdb9bb921fe0fffc706e8c3ca490d0c88df4cae43ed42232b5fd166b4f,114,104,219,105,114,True,218,256,151,832,718,1088,869,131072,130853,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:989,math,math,1,028d6188eab28d4c28ebf681940035aa4b9ecb072d4945da5f19161459337e58,fa461e3553cb88f0039518418f0a4628eff3e5eb5b47bc907b07ff84783937bc,123,108,232,109,123,True,231,256,147,832,709,1088,856,131072,130840,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1546,math,math,1,ee94efde3596d91c5edf26b1aa405a72fcfe92c3d64c0979bc5804f294d7657c,c752c6355dfd21a8f26e290afc2d43b66fedcc3c1ed91434f30ea4449be63912,139,116,256,117,139,True,255,256,139,832,693,1088,832,131072,130816,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6139,math,math,1,df8914a85f181e87714700e5f00ebf00311a02e74aa45949146c0b6300ff5f12,cbe5d41ce77ccb6bea779005de961146549c2ba0db62840bded4d864b7daa4b7,118,88,207,89,118,True,206,256,167,832,714,1088,881,131072,130865,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6169,math,math,1,fac1d9148cbebe8e3dcf4b00cdc53b8e2e6e821d12486e49fa68f7190482ce5e,3d6609e4f5c029cc3984ca5fb4a90e9ced44a6d214ad44a6002a1e3fd41e1cc6,124,320,445,321,124,True,444,256,-65,832,708,1088,643,131072,130627,False,True,False,normalize_gold_answer_v1_official_train_solution,blocked_cap_exceeded
math:DigitalLearningGmbH/MATH-lighteval:train:7081,math,math,1,1c6a48d891779de770fa07d3d0e7cb75ecffc7923de0c01e715070d132a2c347,51c4e6c9e08cb77b69082bbc518ad72b2c5f6c91ae387ce67631dccf90b6d310,139,190,330,191,139,True,329,256,65,832,693,1088,758,131072,130742,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1197,math,math,1,8c472f521fd3e9fca8fbb83bde9d701d437fba205cfd2be9610285fb08e9719f,d64f70e6f47f20066be1b53a9e0b5613c5cf7ca59bf9e124db0c1743cdfd0cd8,131,152,284,153,131,True,283,256,103,832,701,1088,804,131072,130788,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:3657,math,math,1,77ab1fcdd5eb502a7963f7e83d42cc19f621daee316ae82ddc0aa7f5d605e500,5d142de3fd74a8aaab2859dd6a964e105d52aebfea7b04cf9c6a2c2f3030f765,150,228,379,229,150,True,378,256,27,832,682,1088,709,131072,130693,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2441,math,math,1,dba4df89f10b7d529a32687e6aa2e2badf79f0efef924a036d9644b06d611a6c,e6d08c4d5c27e63ed149d86907ec8c2855ffcea5461846fd068dbc05c466b03a,139,166,306,167,139,True,305,256,89,832,693,1088,782,131072,130766,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:7484,math,math,1,76e83742d805574bee4bbbd9c8e5f76724ff77d8a4070a81cc18c589193edb93,ea5ab08d1215371561f39ae4fcb5c4d4366fd3fa0fcd800010582fd4947357d8,128,78,207,79,128,True,206,256,177,832,704,1088,881,131072,130865,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6953,math,math,1,8f9403d222c4bc309a5895bc9c217a545ea4aa6380c53860c289a505348aaed8,2e3aef98f963581fe76604013924a2dd43624c2d12eedd51b026f692e463ec1c,138,160,299,161,138,True,298,256,95,832,694,1088,789,131072,130773,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:772,math,math,1,794a35265f64cb3d30f7b2cbe93f5a989853877690a16a42b30b8212281eb161,6ce90076b1d6e693571f06357c9461186ecde113f5bf05d26ef5bff23e3ebfc1,123,112,236,113,123,True,235,256,143,832,709,1088,852,131072,130836,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:4147,math,math,1,60d78405a533f7fd761ba0d6c2f314a3dcd443ae3fb77f73170762c23f20220b,c17fa6a0b3d5157171592271207a1f8c362f9c95dd276569cd967cc330f74500,163,150,314,151,163,True,313,256,105,832,669,1088,774,131072,130758,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:37,math,math,1,6fad9f0c632a0de2b3228597cba457dad62bc3b0a79e6f0bc8d729bab4dbc872,c04ceab348a8c4ca3ba9bbabefd6f5a5551c24ba1fa826be885b69ae7cc8c008,130,54,185,55,130,True,184,256,201,832,702,1088,903,131072,130887,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:6020,math,math,1,fd3eb750aa520582bbfa022e022d049872c32b5b8576ebe7e39bd9c7eaec34c3,30c9143715d7f610903d22d52d2ac3ffb2a1a28c4211ad6bf0d738f14ffbe5f9,138,138,277,139,138,True,276,256,117,832,694,1088,811,131072,130795,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:1212,math,math,1,8cf27af0bd44d008b240c637885c5bcb13687857e8335e99838a688ef1ecf37c,a838f7e4d6ab8219c2ce0a258806df58705c81d98df86b1e74f90b1748c4226c,315,82,398,83,315,True,397,256,173,832,517,1088,690,131072,130674,False,False,False,normalize_gold_answer_v1_official_train_solution,passed
math:DigitalLearningGmbH/MATH-lighteval:train:2118,math,math,1,74a9325cfcebaa8bb835363d3f4af29bf792145af34e7af985572ff3f503b962,a446473bd31763ff2ff45f5f07bd9ce1a0c91fb626c49277ea4e54d78a3b6dfc,111,270,382,271,111,True,381,256,-15,832,721,1088,706,131072,130690,False,True,False,normalize_gold_answer_v1_official_train_solution,blocked_cap_exceeded
