problem_id,domain,math_level,split,evaluation_mode,rendered_prompt_sha256,token_count,current_max_prompt_length,over_limit,prompt_plus_max_completion_length,tokenizer_truncation_occurred
math:DigitalLearningGmbH/MATH-lighteval:validation:4841,math500,Level 4,validation,validation,e88904026d18abb32f5fd068c99328cd70f836cabe9a0aec4bd774a3118ec783,146,512,false,402,false
math:DigitalLearningGmbH/MATH-lighteval:validation:5620,math500,Level 2,validation,validation,e6b685ca303479790b2604d7ee1a3a0b46360678cb75efb741794967b1111e5e,114,512,false,370,false
math:DigitalLearningGmbH/MATH-lighteval:validation:2625,math500,Level 4,validation,validation,29c6485027f7460d4ac5ed2b9f5818d9d9ab72a82f7b8615946816d0d187ec66,143,512,false,399,false
math:DigitalLearningGmbH/MATH-lighteval:validation:6399,math500,Level 3,validation,validation,6ab2904870654cb82942d41bcd754743af323cfa760d2acd662c565973806332,114,512,false,370,false
math:DigitalLearningGmbH/MATH-lighteval:validation:783,math500,Level 5,validation,validation,5dc6739ad09ea45f8ac0b354f64c3bea7960510cc4f102f909123d3fbac3007b,170,512,false,426,false
math:DigitalLearningGmbH/MATH-lighteval:validation:803,math500,Level 5,validation,validation,35a9954fb61676d837256081d5ac5cefe3d19d37abd4fbb62d92dd588cc7c3f4,133,512,false,389,false
math:DigitalLearningGmbH/MATH-lighteval:validation:7220,math500,Level 3,validation,validation,16dc6442c099c04888b6df140ce2e405a6152fffc85005438f15ae165a0572df,130,512,false,386,false
math:DigitalLearningGmbH/MATH-lighteval:validation:650,math500,Level 3,validation,validation,656f12ca6b8a607703a5723a09e400e1580a570e1642ab315e8eeddf25190b37,119,512,false,375,false
math:DigitalLearningGmbH/MATH-lighteval:validation:899,math500,Level 3,validation,validation,af6168fa9060c505a6bb0f3425eec7084c6adbb8e634eaa858624505f0920e84,121,512,false,377,false
math:DigitalLearningGmbH/MATH-lighteval:validation:5131,math500,Level 3,validation,validation,f8c9703c33b8085e5c904d9b366cdf96e1425d6a26cfea3364fd95825c570bbe,160,512,false,416,false
math:DigitalLearningGmbH/MATH-lighteval:validation:435,math500,Level 1,validation,validation,305acdd247305cc34cdaad7078db1407a0936e4b3ef15ced7a688276b2bdb7ca,132,512,false,388,false
math:DigitalLearningGmbH/MATH-lighteval:validation:1771,math500,Level 1,validation,validation,a9c118a23783c7f2f3d6456376d66be74f49f8e0773db0a89d709da2239de8db,226,512,false,482,false
math:DigitalLearningGmbH/MATH-lighteval:validation:1627,math500,Level 2,validation,validation,925904402db3a140f0e1fe0d76c36cc835f27add5189f83354b26008a2177cf1,148,512,false,404,false
math:DigitalLearningGmbH/MATH-lighteval:validation:299,math500,Level 3,validation,validation,b68d9000e426a44c1e10c2b4a048d1dc9468065f7fdbf4fff73021c721429bad,134,512,false,390,false
math:DigitalLearningGmbH/MATH-lighteval:validation:5021,math500,Level 3,validation,validation,d9e2d013f8fdfb124a70063faca2946952e05f15bdd053e7e6d24cf5fd5c43a7,133,512,false,389,false
math:DigitalLearningGmbH/MATH-lighteval:validation:3579,math500,Level 2,validation,validation,393d4196745e073d244996067188a0444dedd6717202deb95e21249d8683e3cc,146,512,false,402,false
math:DigitalLearningGmbH/MATH-lighteval:validation:5359,math500,Level 3,validation,validation,fc37ad79a59cb4a39baec37eba22d9c7ad750c490d1c9aa2b18af6c013a11543,113,512,false,369,false
math:DigitalLearningGmbH/MATH-lighteval:validation:6033,math500,Level 4,validation,validation,0182266c2db5564b5225160c15d641fb866f8936c5ee89247052175234a098b3,122,512,false,378,false
math:DigitalLearningGmbH/MATH-lighteval:validation:4572,math500,Level 4,validation,validation,53ad2f91dc53fab6105464d1e4558674c9f3fc9f4fd097d7c9d63c97f4b35607,159,512,false,415,false
math:DigitalLearningGmbH/MATH-lighteval:validation:450,math500,Level 2,validation,validation,5a2055a09b3db2c66915326b6c82db30866215f34178f5be71880e58c8e5e376,159,512,false,415,false
math:DigitalLearningGmbH/MATH-lighteval:validation:481,math500,Level 2,validation,validation,9c9b114e2858d0a67bfe501af205c4a2edc7ca2eec8f93c86887a7c44abf0c65,131,512,false,387,false
math:DigitalLearningGmbH/MATH-lighteval:validation:5713,math500,Level 2,validation,validation,197080883c500af3d1c1875c78ff47356b296b59251bba915002fcab2eba3379,174,512,false,430,false
math:DigitalLearningGmbH/MATH-lighteval:validation:4936,math500,Level 3,validation,validation,529e38e65c10305eaa09a4ae320ea3c0081cd9c812dea57f837611bd5f0ca8d6,135,512,false,391,false
math:DigitalLearningGmbH/MATH-lighteval:validation:4759,math500,Level 5,validation,validation,225233c952158be17ed82796bfab8a76652686611441c87a1ba8eb9039dbc982,130,512,false,386,false
math:DigitalLearningGmbH/MATH-lighteval:validation:2722,math500,Level 3,validation,validation,7fa3641cd54fdb0e06533871120eca3042635641d91c4c907473ec6f5ee50313,329,512,false,585,false
math:DigitalLearningGmbH/MATH-lighteval:validation:1355,math500,Level 3,validation,validation,b715a4d3171f27389d51e696b10ed8920bbbf95958452812bed9a5682af43933,117,512,false,373,false
gsm8k:test:1119,gsm8k,,test,baseline_pass1,b6230a17f1217c93be94938a7781da24be0ec3ae118b19187626b85d99c06e2a,208,512,false,464,false
gsm8k:test:1119,gsm8k,,test,final_pass1,b6230a17f1217c93be94938a7781da24be0ec3ae118b19187626b85d99c06e2a,208,512,false,464,false
gsm8k:test:714,gsm8k,,test,baseline_pass1,aa4d49590872c47fe90f48c3877ec16612a76f0938906945db2ce572f9132560,158,512,false,414,false
gsm8k:test:714,gsm8k,,test,final_pass1,aa4d49590872c47fe90f48c3877ec16612a76f0938906945db2ce572f9132560,158,512,false,414,false
gsm8k:test:779,gsm8k,,test,baseline_pass1,2539339415c02f06924ef89b7d9cae49d80c7fd0ff0a566cca4588256d1a296f,167,512,false,423,false
gsm8k:test:779,gsm8k,,test,final_pass1,2539339415c02f06924ef89b7d9cae49d80c7fd0ff0a566cca4588256d1a296f,167,512,false,423,false
gsm8k:test:1009,gsm8k,,test,baseline_pass1,4f11964447a1ceb07433d744055b4a223930f2b5736ccb129b71f7ee5c91abe4,183,512,false,439,false
gsm8k:test:1009,gsm8k,,test,final_pass1,4f11964447a1ceb07433d744055b4a223930f2b5736ccb129b71f7ee5c91abe4,183,512,false,439,false
gsm8k:test:459,gsm8k,,test,baseline_pass1,ec4785378502060222325bea84367719151718c317e11ebb17b45fedd99f1fe6,241,512,false,497,false
gsm8k:test:459,gsm8k,,test,final_pass1,ec4785378502060222325bea84367719151718c317e11ebb17b45fedd99f1fe6,241,512,false,497,false
gsm8k:test:525,gsm8k,,test,baseline_pass1,8578879b978c69840b2a44259d92cabc92575896728a6d33639a8fa795ec76d8,188,512,false,444,false
gsm8k:test:525,gsm8k,,test,final_pass1,8578879b978c69840b2a44259d92cabc92575896728a6d33639a8fa795ec76d8,188,512,false,444,false
gsm8k:test:1010,gsm8k,,test,baseline_pass1,3e84a9b3a8c7070fa05db29c4237d0c41f9e8c5e77e14cd030f43df2c427ef58,164,512,false,420,false
gsm8k:test:1010,gsm8k,,test,final_pass1,3e84a9b3a8c7070fa05db29c4237d0c41f9e8c5e77e14cd030f43df2c427ef58,164,512,false,420,false
gsm8k:test:463,gsm8k,,test,baseline_pass1,cea291cfad63cc74e462af9675991ca93678014cd8e67fbc2631145cb1bb61a9,143,512,false,399,false
gsm8k:test:463,gsm8k,,test,final_pass1,cea291cfad63cc74e462af9675991ca93678014cd8e67fbc2631145cb1bb61a9,143,512,false,399,false
gsm8k:test:758,gsm8k,,test,baseline_pass1,a1406b95283ee7c92d7762b30e5dc5efac5dcfeed3713cbccd7d0552fdb1fd36,127,512,false,383,false
gsm8k:test:758,gsm8k,,test,final_pass1,a1406b95283ee7c92d7762b30e5dc5efac5dcfeed3713cbccd7d0552fdb1fd36,127,512,false,383,false
gsm8k:test:826,gsm8k,,test,baseline_pass1,5551cbb2b43b81c6ccda5d6a68028a094c9715def7b5e8b6a300571952c5bdb0,170,512,false,426,false
gsm8k:test:826,gsm8k,,test,final_pass1,5551cbb2b43b81c6ccda5d6a68028a094c9715def7b5e8b6a300571952c5bdb0,170,512,false,426,false
gsm8k:test:331,gsm8k,,test,baseline_pass1,299787f7a6445a68dd8ab8b7b0118020ef60d33b3104582a2817934227eed54f,206,512,false,462,false
gsm8k:test:331,gsm8k,,test,final_pass1,299787f7a6445a68dd8ab8b7b0118020ef60d33b3104582a2817934227eed54f,206,512,false,462,false
gsm8k:test:86,gsm8k,,test,baseline_pass1,81fe2c6b10f59470f657372289b37baab97c18127e2877f52a6623238de0c2f2,188,512,false,444,false
gsm8k:test:86,gsm8k,,test,final_pass1,81fe2c6b10f59470f657372289b37baab97c18127e2877f52a6623238de0c2f2,188,512,false,444,false
gsm8k:test:674,gsm8k,,test,baseline_pass1,ac0dee4c272af1f7b874eb45be29f07b4f0c9df8267f133ddd3e281fd4a44220,143,512,false,399,false
gsm8k:test:674,gsm8k,,test,final_pass1,ac0dee4c272af1f7b874eb45be29f07b4f0c9df8267f133ddd3e281fd4a44220,143,512,false,399,false
gsm8k:test:566,gsm8k,,test,baseline_pass1,2096211d15705e11594d33622d4910416482b5fbf690e568db6dcb91ee238026,136,512,false,392,false
gsm8k:test:566,gsm8k,,test,final_pass1,2096211d15705e11594d33622d4910416482b5fbf690e568db6dcb91ee238026,136,512,false,392,false
gsm8k:test:1012,gsm8k,,test,baseline_pass1,8e950812e878fb29efef6327f28f296c43e433844d805517984590d710c31be1,220,512,false,476,false
gsm8k:test:1012,gsm8k,,test,final_pass1,8e950812e878fb29efef6327f28f296c43e433844d805517984590d710c31be1,220,512,false,476,false
gsm8k:test:534,gsm8k,,test,baseline_pass1,812a67adf70753703f2318878ec180d69ebcb33597f7a3d6e661a089bdb01026,199,512,false,455,false
gsm8k:test:534,gsm8k,,test,final_pass1,812a67adf70753703f2318878ec180d69ebcb33597f7a3d6e661a089bdb01026,199,512,false,455,false
gsm8k:test:505,gsm8k,,test,baseline_pass1,243fe036a254ab422edea0bfe16aafaef403ff66c495ddde1a0524337f80a295,205,512,false,461,false
gsm8k:test:505,gsm8k,,test,final_pass1,243fe036a254ab422edea0bfe16aafaef403ff66c495ddde1a0524337f80a295,205,512,false,461,false
gsm8k:test:1160,gsm8k,,test,baseline_pass1,815abf8b7232f9a680befc109562fad0304150e488863a5d74c1b0a2ffea2707,154,512,false,410,false
gsm8k:test:1160,gsm8k,,test,final_pass1,815abf8b7232f9a680befc109562fad0304150e488863a5d74c1b0a2ffea2707,154,512,false,410,false
gsm8k:test:270,gsm8k,,test,baseline_pass1,894318ab22ebacbf5861a41cc7ccbc261aef612a6f01ed3e69c68825d7d9d1ea,176,512,false,432,false
gsm8k:test:270,gsm8k,,test,final_pass1,894318ab22ebacbf5861a41cc7ccbc261aef612a6f01ed3e69c68825d7d9d1ea,176,512,false,432,false
gsm8k:test:668,gsm8k,,test,baseline_pass1,053d1024df3fb3c270b8bfdf4b8851da6662b3eb28623d8898223f8b9b0e0467,145,512,false,401,false
gsm8k:test:668,gsm8k,,test,final_pass1,053d1024df3fb3c270b8bfdf4b8851da6662b3eb28623d8898223f8b9b0e0467,145,512,false,401,false
gsm8k:test:859,gsm8k,,test,baseline_pass1,31139d13bc386e39d1ac438fb1dd31f43e2f028bcba4bc0e9b943e449854edac,154,512,false,410,false
gsm8k:test:859,gsm8k,,test,final_pass1,31139d13bc386e39d1ac438fb1dd31f43e2f028bcba4bc0e9b943e449854edac,154,512,false,410,false
gsm8k:test:1062,gsm8k,,test,baseline_pass1,654c0816c92e697af47bc9038481f87c33182491498333a526cb3aa5f6a41dfc,176,512,false,432,false
gsm8k:test:1062,gsm8k,,test,final_pass1,654c0816c92e697af47bc9038481f87c33182491498333a526cb3aa5f6a41dfc,176,512,false,432,false
gsm8k:test:831,gsm8k,,test,baseline_pass1,5b49e18929ddc584093bc6909e99ccbceb3e6c1f625845e029b200edededa4cc,188,512,false,444,false
gsm8k:test:831,gsm8k,,test,final_pass1,5b49e18929ddc584093bc6909e99ccbceb3e6c1f625845e029b200edededa4cc,188,512,false,444,false
gsm8k:test:1277,gsm8k,,test,baseline_pass1,9322b53124848ae69ce74159a1b08b01bc670263c69ab2dddf438e79407c4bf4,138,512,false,394,false
gsm8k:test:1277,gsm8k,,test,final_pass1,9322b53124848ae69ce74159a1b08b01bc670263c69ab2dddf438e79407c4bf4,138,512,false,394,false
gsm8k:test:510,gsm8k,,test,baseline_pass1,ba57942ec493a625754c9c9012484327eccadec7c3c959390c6c5d68f7b0d988,179,512,false,435,false
gsm8k:test:510,gsm8k,,test,final_pass1,ba57942ec493a625754c9c9012484327eccadec7c3c959390c6c5d68f7b0d988,179,512,false,435,false
gsm8k:test:882,gsm8k,,test,baseline_pass1,072e1be0cfb9cb07454e8c97cf413df199b7ebdd27ee6cb6caab9922ea93be76,214,512,false,470,false
gsm8k:test:882,gsm8k,,test,final_pass1,072e1be0cfb9cb07454e8c97cf413df199b7ebdd27ee6cb6caab9922ea93be76,214,512,false,470,false
gsm8k:test:809,gsm8k,,test,baseline_pass1,bb92799783ddffd5572f967eac8acba6f37a40ba8374502c56223254fc4fd38e,188,512,false,444,false
gsm8k:test:809,gsm8k,,test,final_pass1,bb92799783ddffd5572f967eac8acba6f37a40ba8374502c56223254fc4fd38e,188,512,false,444,false
gsm8k:test:79,gsm8k,,test,baseline_pass1,0444020c1254632400c85a126b6d8b507ad45be88711232ac67a59f78806de12,148,512,false,404,false
gsm8k:test:79,gsm8k,,test,final_pass1,0444020c1254632400c85a126b6d8b507ad45be88711232ac67a59f78806de12,148,512,false,404,false
gsm8k:test:114,gsm8k,,test,baseline_pass1,d58d048edb85ac2a8211ef8b5c313650d5ed00de15826b595b975b0e31bcb7de,181,512,false,437,false
gsm8k:test:114,gsm8k,,test,final_pass1,d58d048edb85ac2a8211ef8b5c313650d5ed00de15826b595b975b0e31bcb7de,181,512,false,437,false
gsm8k:test:1184,gsm8k,,test,baseline_pass1,e36bffbd8e8bdf141d1e268be7bbed5620cd5787acddf9eda80156f27f15f56d,142,512,false,398,false
gsm8k:test:1184,gsm8k,,test,final_pass1,e36bffbd8e8bdf141d1e268be7bbed5620cd5787acddf9eda80156f27f15f56d,142,512,false,398,false
gsm8k:test:440,gsm8k,,test,baseline_pass1,3e644188b95ca400615cdbb8232c652600617259a2a37db85018cba18bb82768,137,512,false,393,false
gsm8k:test:440,gsm8k,,test,final_pass1,3e644188b95ca400615cdbb8232c652600617259a2a37db85018cba18bb82768,137,512,false,393,false
gsm8k:test:1300,gsm8k,,test,baseline_pass1,4a444de704381ae482041f627bd6633bb225f7503888c5d34cea7d20f65e2871,147,512,false,403,false
gsm8k:test:1300,gsm8k,,test,final_pass1,4a444de704381ae482041f627bd6633bb225f7503888c5d34cea7d20f65e2871,147,512,false,403,false
gsm8k:test:917,gsm8k,,test,baseline_pass1,17026e8fffab45b7fcf523a0dc4685d0d652a403691e127763dc2e8ea90a34d8,134,512,false,390,false
gsm8k:test:917,gsm8k,,test,final_pass1,17026e8fffab45b7fcf523a0dc4685d0d652a403691e127763dc2e8ea90a34d8,134,512,false,390,false
gsm8k:test:649,gsm8k,,test,baseline_pass1,38f050a0946a376973157b324fa6808f0f7331282f3d89ed2259705b8a47ceb1,167,512,false,423,false
gsm8k:test:649,gsm8k,,test,final_pass1,38f050a0946a376973157b324fa6808f0f7331282f3d89ed2259705b8a47ceb1,167,512,false,423,false
gsm8k:test:381,gsm8k,,test,baseline_pass1,1a3881d70c940bd9a59577fe2ce5833318b154181def8ea460fc17c69b0dcf7b,137,512,false,393,false
gsm8k:test:381,gsm8k,,test,final_pass1,1a3881d70c940bd9a59577fe2ce5833318b154181def8ea460fc17c69b0dcf7b,137,512,false,393,false
gsm8k:test:1207,gsm8k,,test,baseline_pass1,65e72b4995b98e0ce4c706f23322d38b8be3d230f9b868bb45038c733d8bbb0f,172,512,false,428,false
gsm8k:test:1207,gsm8k,,test,final_pass1,65e72b4995b98e0ce4c706f23322d38b8be3d230f9b868bb45038c733d8bbb0f,172,512,false,428,false
gsm8k:test:229,gsm8k,,test,baseline_pass1,c62d81a7b0c5dde2bed97b207063d33c1d853a0e20d5a80e8b5e9738f398f8dd,187,512,false,443,false
gsm8k:test:229,gsm8k,,test,final_pass1,c62d81a7b0c5dde2bed97b207063d33c1d853a0e20d5a80e8b5e9738f398f8dd,187,512,false,443,false
gsm8k:test:927,gsm8k,,test,baseline_pass1,2c027ec701054a077615a2d8a5ccc908afe18165ffb83fceebac7d7d548fcb08,174,512,false,430,false
gsm8k:test:927,gsm8k,,test,final_pass1,2c027ec701054a077615a2d8a5ccc908afe18165ffb83fceebac7d7d548fcb08,174,512,false,430,false
gsm8k:test:106,gsm8k,,test,baseline_pass1,ccee3126817197da793c30faefa9b3bb2539a2466849418c06ab9f523165b5a2,144,512,false,400,false
gsm8k:test:106,gsm8k,,test,final_pass1,ccee3126817197da793c30faefa9b3bb2539a2466849418c06ab9f523165b5a2,144,512,false,400,false
gsm8k:test:197,gsm8k,,test,baseline_pass1,a4e37a773a214313b2a87f4ea89034d45b84f81619da4c9d21282ea1cd789b84,152,512,false,408,false
gsm8k:test:197,gsm8k,,test,final_pass1,a4e37a773a214313b2a87f4ea89034d45b84f81619da4c9d21282ea1cd789b84,152,512,false,408,false
gsm8k:test:53,gsm8k,,test,baseline_pass1,cedca629095cfefd228bc30fade97fdbba2f6bf64a122c731c1f5e9234fdea05,200,512,false,456,false
gsm8k:test:53,gsm8k,,test,final_pass1,cedca629095cfefd228bc30fade97fdbba2f6bf64a122c731c1f5e9234fdea05,200,512,false,456,false
gsm8k:test:1041,gsm8k,,test,baseline_pass1,8e84fb0de39a5dd6017928cab692063a3e81b8834050ed42f5a433bc08ea5a0b,160,512,false,416,false
gsm8k:test:1041,gsm8k,,test,final_pass1,8e84fb0de39a5dd6017928cab692063a3e81b8834050ed42f5a433bc08ea5a0b,160,512,false,416,false
gsm8k:test:1266,gsm8k,,test,baseline_pass1,d0b4a10e2842fb5433110df679df83c46668929e0e6de3507167a71c87eb3ce3,154,512,false,410,false
gsm8k:test:1266,gsm8k,,test,final_pass1,d0b4a10e2842fb5433110df679df83c46668929e0e6de3507167a71c87eb3ce3,154,512,false,410,false
gsm8k:test:686,gsm8k,,test,baseline_pass1,30768cf005024cc7c158fe01e2ffb7a1e41b171692e4492c844e7e1bed88b20d,157,512,false,413,false
gsm8k:test:686,gsm8k,,test,final_pass1,30768cf005024cc7c158fe01e2ffb7a1e41b171692e4492c844e7e1bed88b20d,157,512,false,413,false
gsm8k:test:1094,gsm8k,,test,baseline_pass1,10d6d0d45c76a67999ec316e6d5dfd31ea1848de348464df4cd4f3f0684b7a98,198,512,false,454,false
gsm8k:test:1094,gsm8k,,test,final_pass1,10d6d0d45c76a67999ec316e6d5dfd31ea1848de348464df4cd4f3f0684b7a98,198,512,false,454,false
gsm8k:test:32,gsm8k,,test,baseline_pass1,03466d676fc93e79f038fd2ff732534e34942948f6bc2815d4a2ad62868b5315,141,512,false,397,false
gsm8k:test:32,gsm8k,,test,final_pass1,03466d676fc93e79f038fd2ff732534e34942948f6bc2815d4a2ad62868b5315,141,512,false,397,false
gsm8k:test:180,gsm8k,,test,baseline_pass1,cc8563953702624e5c36aeec6288b8275b7fb89eaf488f069890a9b445c2e6ac,149,512,false,405,false
gsm8k:test:180,gsm8k,,test,final_pass1,cc8563953702624e5c36aeec6288b8275b7fb89eaf488f069890a9b445c2e6ac,149,512,false,405,false
gsm8k:test:1031,gsm8k,,test,baseline_pass1,49d2c947eda2c86f6b04d7369c75050dbb666aca9a060f9b8d8d557dd9327e54,166,512,false,422,false
gsm8k:test:1031,gsm8k,,test,final_pass1,49d2c947eda2c86f6b04d7369c75050dbb666aca9a060f9b8d8d557dd9327e54,166,512,false,422,false
gsm8k:test:512,gsm8k,,test,baseline_pass1,3ecbcd18a8b33b5a3e4ace78265029c38898c7c5094e6a8afb186eb425c59db6,153,512,false,409,false
gsm8k:test:512,gsm8k,,test,final_pass1,3ecbcd18a8b33b5a3e4ace78265029c38898c7c5094e6a8afb186eb425c59db6,153,512,false,409,false
gsm8k:test:488,gsm8k,,test,baseline_pass1,36ed7ab3fcc076463a3803366c20786522f4348d2eb867b6e15a404c8738888b,144,512,false,400,false
gsm8k:test:488,gsm8k,,test,final_pass1,36ed7ab3fcc076463a3803366c20786522f4348d2eb867b6e15a404c8738888b,144,512,false,400,false
gsm8k:test:985,gsm8k,,test,baseline_pass1,9e15783106e828bf9db9e4516e6431c726069c7b72892724d26d0da0f38989c8,133,512,false,389,false
gsm8k:test:985,gsm8k,,test,final_pass1,9e15783106e828bf9db9e4516e6431c726069c7b72892724d26d0da0f38989c8,133,512,false,389,false
gsm8k:test:805,gsm8k,,test,baseline_pass1,fb2488df03fcca38b1ced8721a2ff2a8016ab6fb6db3e422d01463d1363a5ca8,149,512,false,405,false
gsm8k:test:805,gsm8k,,test,final_pass1,fb2488df03fcca38b1ced8721a2ff2a8016ab6fb6db3e422d01463d1363a5ca8,149,512,false,405,false
gsm8k:test:1195,gsm8k,,test,baseline_pass1,61bf7e794f25f55bdd85e56938468018551ef75bff967489f8b147a50bc0b801,222,512,false,478,false
gsm8k:test:1195,gsm8k,,test,final_pass1,61bf7e794f25f55bdd85e56938468018551ef75bff967489f8b147a50bc0b801,222,512,false,478,false
gsm8k:test:1274,gsm8k,,test,baseline_pass1,a8c95d4362042ec6c5f39be33dff154850a27ec80911922ff7a117080dd7804d,151,512,false,407,false
gsm8k:test:1274,gsm8k,,test,final_pass1,a8c95d4362042ec6c5f39be33dff154850a27ec80911922ff7a117080dd7804d,151,512,false,407,false
gsm8k:test:1298,gsm8k,,test,baseline_pass1,99c037ba0754fd5213e08cc08f20939f34b217c705c462ff10cde6dc9cb83d1f,149,512,false,405,false
gsm8k:test:1298,gsm8k,,test,final_pass1,99c037ba0754fd5213e08cc08f20939f34b217c705c462ff10cde6dc9cb83d1f,149,512,false,405,false
gsm8k:test:1209,gsm8k,,test,baseline_pass1,a54c6e35aaa41c880b2d9795c4184e6ac74312187f970dfe33042206bbc12821,262,512,false,518,false
gsm8k:test:1209,gsm8k,,test,final_pass1,a54c6e35aaa41c880b2d9795c4184e6ac74312187f970dfe33042206bbc12821,262,512,false,518,false
gsm8k:test:1159,gsm8k,,test,baseline_pass1,93bde19bf0eefecb86c4a97fa300ee4e3617007c25174e8fe06d6421a8c32e43,164,512,false,420,false
gsm8k:test:1159,gsm8k,,test,final_pass1,93bde19bf0eefecb86c4a97fa300ee4e3617007c25174e8fe06d6421a8c32e43,164,512,false,420,false
gsm8k:test:361,gsm8k,,test,baseline_pass1,bd0f9029c3234be65f15edc7e7f268fa9b6a130a940456480b706ab9279924ce,195,512,false,451,false
gsm8k:test:361,gsm8k,,test,final_pass1,bd0f9029c3234be65f15edc7e7f268fa9b6a130a940456480b706ab9279924ce,195,512,false,451,false
gsm8k:test:666,gsm8k,,test,baseline_pass1,733f85e70c11d57dbc8929141e5643043f82bc75fb65c2bbd2d9d8cee017a20e,159,512,false,415,false
gsm8k:test:666,gsm8k,,test,final_pass1,733f85e70c11d57dbc8929141e5643043f82bc75fb65c2bbd2d9d8cee017a20e,159,512,false,415,false
gsm8k:test:1050,gsm8k,,test,baseline_pass1,f2023af7e46fd493d2101c7996ef1ad3dd0d112af7d8493a8e81f4ccc6a78b9a,146,512,false,402,false
gsm8k:test:1050,gsm8k,,test,final_pass1,f2023af7e46fd493d2101c7996ef1ad3dd0d112af7d8493a8e81f4ccc6a78b9a,146,512,false,402,false
gsm8k:test:421,gsm8k,,test,baseline_pass1,b87f57040c90ed558889a25089ea8fe0f527843cfafa0228973f9faff1c8cd2c,149,512,false,405,false
gsm8k:test:421,gsm8k,,test,final_pass1,b87f57040c90ed558889a25089ea8fe0f527843cfafa0228973f9faff1c8cd2c,149,512,false,405,false
gsm8k:test:1167,gsm8k,,test,baseline_pass1,374c50128aa1b4a1391f01672b21174618d9c39e5360750567bcaca5b29a4be6,129,512,false,385,false
gsm8k:test:1167,gsm8k,,test,final_pass1,374c50128aa1b4a1391f01672b21174618d9c39e5360750567bcaca5b29a4be6,129,512,false,385,false
gsm8k:test:1218,gsm8k,,test,baseline_pass1,138d4759e6d7228f0e38b02d52318611971ff21a69c55e47935b990da259a56d,204,512,false,460,false
gsm8k:test:1218,gsm8k,,test,final_pass1,138d4759e6d7228f0e38b02d52318611971ff21a69c55e47935b990da259a56d,204,512,false,460,false
gsm8k:test:620,gsm8k,,test,baseline_pass1,1c1fbe8088b72ecd48b50e4fcabeaa66b81f7948e7b9fb2484f21feba61d35ee,158,512,false,414,false
gsm8k:test:620,gsm8k,,test,final_pass1,1c1fbe8088b72ecd48b50e4fcabeaa66b81f7948e7b9fb2484f21feba61d35ee,158,512,false,414,false
gsm8k:test:611,gsm8k,,test,baseline_pass1,2463240fc90bf8e9d2ed9e9979c6b717ecc62a1025000aa44f3cc2d0038c0083,173,512,false,429,false
gsm8k:test:611,gsm8k,,test,final_pass1,2463240fc90bf8e9d2ed9e9979c6b717ecc62a1025000aa44f3cc2d0038c0083,173,512,false,429,false
gsm8k:test:960,gsm8k,,test,baseline_pass1,205e0c62624137715e17e7169b8703b7febd94fedd93cbd6b430f7f101deeebb,218,512,false,474,false
gsm8k:test:960,gsm8k,,test,final_pass1,205e0c62624137715e17e7169b8703b7febd94fedd93cbd6b430f7f101deeebb,218,512,false,474,false
gsm8k:test:886,gsm8k,,test,baseline_pass1,53f11c8add2a0c99168cac664a20ee74a39f806d5bcfe5a6fc310365fb97aef8,165,512,false,421,false
gsm8k:test:886,gsm8k,,test,final_pass1,53f11c8add2a0c99168cac664a20ee74a39f806d5bcfe5a6fc310365fb97aef8,165,512,false,421,false
gsm8k:test:30,gsm8k,,test,baseline_pass1,61cb6078bedd83306cb8b82121f2ce6361520ad9fe018c3daf9bb95db559afce,139,512,false,395,false
gsm8k:test:30,gsm8k,,test,final_pass1,61cb6078bedd83306cb8b82121f2ce6361520ad9fe018c3daf9bb95db559afce,139,512,false,395,false
gsm8k:test:961,gsm8k,,test,baseline_pass1,c662750567a72f5bab065d1d15a37fbd22a809acd02dc9852c11b441d3104ad4,172,512,false,428,false
gsm8k:test:961,gsm8k,,test,final_pass1,c662750567a72f5bab065d1d15a37fbd22a809acd02dc9852c11b441d3104ad4,172,512,false,428,false
gsm8k:test:162,gsm8k,,test,baseline_pass1,dc611b5562d3f8cd0ec961fea31704858a6ca106b35e6fa8ff28347fa06279a8,142,512,false,398,false
gsm8k:test:162,gsm8k,,test,final_pass1,dc611b5562d3f8cd0ec961fea31704858a6ca106b35e6fa8ff28347fa06279a8,142,512,false,398,false
gsm8k:test:138,gsm8k,,test,baseline_pass1,07fde26a2bd59745043ba59e66a6c37c574726002db470eddc9e0283549c3c3a,173,512,false,429,false
gsm8k:test:138,gsm8k,,test,final_pass1,07fde26a2bd59745043ba59e66a6c37c574726002db470eddc9e0283549c3c3a,173,512,false,429,false
gsm8k:test:923,gsm8k,,test,baseline_pass1,845762168ecb1edbf6f9b28f71326810b0dc2f5408096678bdad235c10852eb1,174,512,false,430,false
gsm8k:test:923,gsm8k,,test,final_pass1,845762168ecb1edbf6f9b28f71326810b0dc2f5408096678bdad235c10852eb1,174,512,false,430,false
gsm8k:test:613,gsm8k,,test,baseline_pass1,265e608018ac1108808221b8456ba682a12dd876ad304907cf7ad907c9c1e6a7,139,512,false,395,false
gsm8k:test:613,gsm8k,,test,final_pass1,265e608018ac1108808221b8456ba682a12dd876ad304907cf7ad907c9c1e6a7,139,512,false,395,false
gsm8k:test:388,gsm8k,,test,baseline_pass1,e33e10a556e9d5fd9f0c2f6cd4a1ab44f323f5bf6153a997c02d52c098f08cb5,148,512,false,404,false
