run_id,seed,problem_id,domain,math500_level,sampled_pass_at_1,pass_at_4,format_valid,valid_answer,canonical_correct
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:363,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:311,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:284,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:50,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:273,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:291,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:307,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:493,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:398,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:366,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:118,math500,5,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:456,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:219,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:9,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:483,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:310,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:209,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:80,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:1,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:100,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:103,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:224,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:251,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:402,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:435,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:6,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:480,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:146,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:220,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:242,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:445,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:62,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:237,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:272,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:168,math500,5,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:194,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:137,math500,4,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:228,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:111,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:162,math500,5,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:64,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:403,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:15,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:415,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:139,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:304,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:394,math500,5,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:166,math500,5,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:180,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:486,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:53,math500,2,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:94,math500,5,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:361,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:243,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:460,math500,4,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:259,math500,1,0,0,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:213,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:35,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:341,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:78,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:18,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:205,math500,3,0,,1,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:468,math500,4,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:384,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:31,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:336,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:169,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:14,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:177,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:58,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:183,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:496,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:148,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:260,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:20,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:230,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:115,math500,2,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:359,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:106,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:119,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:133,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:8,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:350,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:227,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:452,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:51,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:267,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:174,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:378,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:33,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:0,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:196,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:354,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:342,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:28,math500,2,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:10,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:249,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:125,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:77,math500,1,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:266,math500,3,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:187,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:210,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:186,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:216,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:17,math500,4,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:157,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:3,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:377,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:193,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:207,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:316,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:455,math500,2,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:233,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:211,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:258,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:182,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:234,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:296,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:429,math500,3,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:113,math500,2,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:74,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:463,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:70,math500,2,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:318,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:369,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:447,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:48,math500,2,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:387,math500,1,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:397,math500,2,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:141,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:370,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:87,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:449,math500,1,0,,1,1,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:374,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:16,math500,1,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:171,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:268,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:362,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:97,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:487,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:185,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:474,math500,1,1,,1,1,1
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:102,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:404,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:312,math500,1,0,,1,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:472,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:65,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:395,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:406,math500,1,0,,0,0,0
baseline_formal_1p5b_seed42_20260718T125833Z,42,math:HuggingFaceH4/MATH-500:test:457,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1119,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:714,gsm8k,,0,0,1,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:779,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1009,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:459,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:525,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1010,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:463,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:758,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:826,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:331,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:86,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:674,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:566,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1012,gsm8k,,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:534,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:505,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1160,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:270,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:668,gsm8k,,0,1,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:859,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1062,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:831,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1277,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:510,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:882,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:809,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:79,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:114,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1184,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:440,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1300,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:917,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:649,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:381,gsm8k,,1,0,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1207,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:229,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:927,gsm8k,,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:106,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:197,gsm8k,,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:53,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1041,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1266,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:686,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1094,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:32,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:180,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1031,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:512,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:488,gsm8k,,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:985,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:805,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1195,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1274,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1298,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1209,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1159,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:361,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:666,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1050,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:421,gsm8k,,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1167,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1218,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:620,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:611,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:960,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:886,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:30,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:961,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:162,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:138,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:923,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:613,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:388,gsm8k,,0,,1,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:216,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1075,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:469,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:493,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:44,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:278,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:435,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:636,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:465,gsm8k,,1,,1,1,1
