problem_id,domain,math500_level,rendered_prompt_sha256,base_pass1,ppo_pass1,grpo_pass1,base_to_grpo_pass1_delta,ppo_to_grpo_pass1_delta,base_pass4,ppo_pass4,grpo_pass4,base_status,ppo_status,grpo_status,base_format_valid,ppo_format_valid,grpo_format_valid,base_parseable,ppo_parseable,grpo_parseable,base_truncated,ppo_truncated,grpo_truncated
gsm8k:test:620,gsm8k,,1c1fbe8088b72ecd48b50e4fcabeaa66b81f7948e7b9fb2484f21feba61d35ee,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:629,gsm8k,,0bdc00852918903b5820da2a8683f6a2175282daf8ab6d03b16c85898047ec89,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:631,gsm8k,,ab0696411b7a8457ffdae47c47d78fd6ece1fbc790ce04ffa95f2ef551e7b8a7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:636,gsm8k,,5bdd05e72dacc221679cbffceee28f00be010d7265d7613e902a790e8eb2d015,0,1,1,1,0,,,,format_error,verified_pass,verified_pass,False,True,True,False,True,True,False,False,False
gsm8k:test:641,gsm8k,,77b71e29ee73b93efad3f21bade17752bd3c2d0f83ae87d54b90b273cec01a35,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:649,gsm8k,,38f050a0946a376973157b324fa6808f0f7331282f3d89ed2259705b8a47ceb1,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:659,gsm8k,,0b922c811231078b2059b567d87611514072608231bde629fb344eb24696190e,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:666,gsm8k,,733f85e70c11d57dbc8929141e5643043f82bc75fb65c2bbd2d9d8cee017a20e,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:668,gsm8k,,053d1024df3fb3c270b8bfdf4b8851da6662b3eb28623d8898223f8b9b0e0467,1,1,1,0,0,0,0,1,verified_pass,verified_pass,verified_pass,True,True,True,True,True,True,False,False,False
gsm8k:test:673,gsm8k,,dbb0da25cc47f076da01d06e4dc2d0911d06c36c17012969995c65552d4cbcab,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:674,gsm8k,,ac0dee4c272af1f7b874eb45be29f07b4f0c9df8267f133ddd3e281fd4a44220,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:681,gsm8k,,2e85f1709794c8923876d50763ccc022447eeabe3d7086b4d0a2cc3d1eee0906,0,0,0,0,0,,,,format_error,wrong_answer,format_error,False,True,False,False,True,False,False,False,False
gsm8k:test:683,gsm8k,,bda0d180d9f90807bec257e0d82fce3a5c9e32a2cc5002d8e55e4557012bebb7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:685,gsm8k,,eb817597a2b4b746c2fb7fa6ad92b1c7ddb72562d278aface7834a5738a8ed7d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:686,gsm8k,,30768cf005024cc7c158fe01e2ffb7a1e41b171692e4492c844e7e1bed88b20d,0,0,0,0,0,1,1,1,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:695,gsm8k,,755728273fe7494c829e0a742ce57c74701ab6ceeff8981fdbaba6cf53091f36,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:700,gsm8k,,24e2c0397e86bc5ac4d09a2d833d8aa9219131d8029eec4d61cdafc2d70e029f,1,0,1,0,1,,,,verified_pass,wrong_answer,verified_pass,True,True,True,True,True,True,False,False,False
gsm8k:test:701,gsm8k,,75d35baf7cfdb201b82780f9329b930f9e25e3106307fde9243b165edc6836df,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:702,gsm8k,,e71eb4b70d6b62bec72a6dbe21401b5eb910ecbc940a30d8154b0178b6a9fdd2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:709,gsm8k,,bb62a3b91f3c80c33b6c2cbc1f740a69c36cdb788fd9ecd17c90014d81de5163,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:714,gsm8k,,aa4d49590872c47fe90f48c3877ec16612a76f0938906945db2ce572f9132560,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:727,gsm8k,,bb9a968c1c1d72dbf863707cc8fbd62e5816ab0eb1bf533bb8b15fba356b4b51,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:729,gsm8k,,a01eda1b1c36830bd24c875856ce99e43f545563ae1db225d407df1e64984cac,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:737,gsm8k,,aef4f0763dc7331760dff03a6f272bacb9195af577a41f3d0277b0adec4ec0a3,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:742,gsm8k,,f25cec1a0500f6f6a643f8dd514dcbb3fea50459b5ea4e785b75ba392a968971,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:746,gsm8k,,785f40cf4b785fee0cc964826306a41e378528812dee8402a2b4da69ab02f0cc,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:75,gsm8k,,87f3da04f9c4b704ab752ddd48054c9b2c407b17a559a3885f0abb58ec178cd2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:758,gsm8k,,a1406b95283ee7c92d7762b30e5dc5efac5dcfeed3713cbccd7d0552fdb1fd36,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:76,gsm8k,,6fefb7b7685c6d83f1f679e4e0fb575af8b05dc6dca11b9d23c9f7388019b08a,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:768,gsm8k,,9aae4d59a3713c2d4d70718c03730b1d0049b919a402af71688aea3a0cf24c20,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:775,gsm8k,,ba30362c048dd7398aaeff5d0d68a3b88c7d9840c2de7f8c5aae6b97f17979f7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:776,gsm8k,,e6d84b28193c28ff8b1cdb7fcd6f957924fc10ce2457e75b28020b7b52bf1ae1,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:779,gsm8k,,2539339415c02f06924ef89b7d9cae49d80c7fd0ff0a566cca4588256d1a296f,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:781,gsm8k,,22524d83f57a953d43300824f9732e4570c2f8f191cbf7217d85e25899cf7aa4,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:79,gsm8k,,0444020c1254632400c85a126b6d8b507ad45be88711232ac67a59f78806de12,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:795,gsm8k,,fbe6a05cd451854ce4a0bbba59ce4f12b1f388b279376c307476d0d7a834fc7a,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:805,gsm8k,,fb2488df03fcca38b1ced8721a2ff2a8016ab6fb6db3e422d01463d1363a5ca8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:809,gsm8k,,bb92799783ddffd5572f967eac8acba6f37a40ba8374502c56223254fc4fd38e,0,0,1,1,1,0,0,0,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
gsm8k:test:810,gsm8k,,4fd71f67a15c0f21de0bde353b158115f84c5f1a35c1764020868105fd532189,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:817,gsm8k,,3e9cd01d1a677a5a4f5c2029f9ad133755a444c4933dc71779a2df82f68da875,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:826,gsm8k,,5551cbb2b43b81c6ccda5d6a68028a094c9715def7b5e8b6a300571952c5bdb0,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:828,gsm8k,,e7679b495614d694b0eeff2900310b8cf4017dffcf3d4590c57dc615e23287a0,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:831,gsm8k,,5b49e18929ddc584093bc6909e99ccbceb3e6c1f625845e029b200edededa4cc,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:832,gsm8k,,77451da1cc44351497df71eb48bb86dc808206d910e089f1eb2dcbc310e11e30,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:836,gsm8k,,350a10f339b022c27aaaa02f225a913b36f0d8dfa791403ab1487158fee655f6,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:841,gsm8k,,9929eb3e68c77b1752b53248e8403918414764f95f15ff434d468aa44814d4b7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:852,gsm8k,,e581e67eb0dc30424c68687824d7f922dfd0a5603fe9bbd7f06d00bb25eab6ff,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:853,gsm8k,,2f29b6c475fb808d3ef7006c1e3e8497b37d765f91f40bdc0cb09f25494bc7d0,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:857,gsm8k,,069f00d20b1aeeece88afe7dbf86476ee5fcb07b64169cf0c215e8792663cb69,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:859,gsm8k,,31139d13bc386e39d1ac438fb1dd31f43e2f028bcba4bc0e9b943e449854edac,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:86,gsm8k,,81fe2c6b10f59470f657372289b37baab97c18127e2877f52a6623238de0c2f2,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:871,gsm8k,,c9767cda1a6c9795335d5d97d737943da3b13e0ca2ace22cc60f520c551c0872,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:882,gsm8k,,072e1be0cfb9cb07454e8c97cf413df199b7ebdd27ee6cb6caab9922ea93be76,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:883,gsm8k,,1f924d7f7f46604fdd492af99a4d988d28a00a277b9b96bb905cf20b9028ebc6,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:884,gsm8k,,3b8c90bdd5fb5a14e73b5059d0e920d34e3103da11f237db6cb596e81548cca2,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:886,gsm8k,,53f11c8add2a0c99168cac664a20ee74a39f806d5bcfe5a6fc310365fb97aef8,0,0,1,1,1,,,,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
gsm8k:test:895,gsm8k,,7b75fa13d1de377abf0f83665286d2d642243789ba72bbc9260187d449270002,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:917,gsm8k,,17026e8fffab45b7fcf523a0dc4685d0d652a403691e127763dc2e8ea90a34d8,1,0,1,0,1,0,0,1,verified_pass,parse_error,verified_pass,True,True,True,True,False,True,False,False,False
gsm8k:test:923,gsm8k,,845762168ecb1edbf6f9b28f71326810b0dc2f5408096678bdad235c10852eb1,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:927,gsm8k,,2c027ec701054a077615a2d8a5ccc908afe18165ffb83fceebac7d7d548fcb08,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:933,gsm8k,,64fd0d3c62ce78de8880fda98314d2fe4c341762720b05f49c3b004ddf44bf53,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:960,gsm8k,,205e0c62624137715e17e7169b8703b7febd94fedd93cbd6b430f7f101deeebb,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:961,gsm8k,,c662750567a72f5bab065d1d15a37fbd22a809acd02dc9852c11b441d3104ad4,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
gsm8k:test:974,gsm8k,,f0f0855dd79761e3feb38a7c907941dff7ce8e824bec381a176f119acb99af6c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:975,gsm8k,,2d0145ed403d9b0f51b498445cacead51f650cd57a074394a0492fbf853b981d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:979,gsm8k,,b266d9cf58ca7896f65979af77d2ab99db0f40827b7fcfd3e0244e357f9845f6,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:980,gsm8k,,c8edcb8b9ee78fd2f8c9ba337906005253e672de7638ebfa3d95f56fc3f0c0b4,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:985,gsm8k,,9e15783106e828bf9db9e4516e6431c726069c7b72892724d26d0da0f38989c8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:989,gsm8k,,497725cada5649dda7ebdd9649722d193e018968271545e3a31a38ae052ace18,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:99,gsm8k,,fc51843de2f725124eb14f59eba8ef7946fea623a54827da51526ae26ebd9c0c,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:999,gsm8k,,614d30156ffe00fd06386ae379881b127d8abe2713d435b14750f7bb5463de83,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:0,math500,2,61915d6672f346a3649f7affcdacc9c52ac81735aca7c350c1166a745f76fec0,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:1,math500,5,52c11db9f7a46b29560f1bd8ac4c293fa7c068d1fc7ac7c29ddb2b439e7e1c12,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,True,True,False
math:HuggingFaceH4/MATH-500:test:10,math500,3,ef777475b769d0e07bc3b6b40cad51dd99be2b24f37eac85bd4247bff84ba04f,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:100,math500,5,65df1c38d4b98bb749398c3442281930793650baf88b16e34a89bcb316414a9c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:102,math500,1,961a95349d9e19675c29c96901a28d5d8f80bd2dd7ea58fdf8d7ded851057fab,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:103,math500,5,dd1715e0cfaa4754725eb51773f4dbf5bdbcfd450748d991aef4820cfe6676e5,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,True,True,True
math:HuggingFaceH4/MATH-500:test:105,math500,3,bc8222c4f159e3ed0403a7762a6577cf144d240b9d3947c839ca38329ef4ae55,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:106,math500,2,1f58e92bb63d4dc6d01b88a5c7a13d30c5a4bb744475bcbbd929bfcff0faa49c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:111,math500,3,1eb9241505335ff5d623bce09136a52ebd3cde543bd293f1af3bc53a52c10810,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:113,math500,2,373ddc14f9c6c9a866f35efd3e3ed2e2a6b0107305a6f0055e2be999833b4d17,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:115,math500,2,e22606dc74f69da6141de991d5ba67235032219704873474c4774eb3f9ef2ec8,0,0,0,0,0,,,,wrong_answer,format_error,wrong_answer,True,False,True,True,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:118,math500,5,80e2d8aa281d72f2d5f1dfefc31b826cce4f0b25af16292ec4afcce7a09a6b37,0,0,0,0,0,,,,wrong_answer,format_error,format_error,True,False,False,True,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:119,math500,3,5764907c2877dd7c85fd5fd2f2bfb62894f799eaecc10495b5c1037334795395,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:125,math500,4,d3571895f231e28a025e6b7975f7c5161cdc11cde1a88e0b958ed438636e2d62,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:133,math500,3,edbeb180096046bc91172b3df0a4e1f8808984ff3835622a9e499e2b9f9fec1a,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:134,math500,4,9336318ed4b16ceaa19d35f5aac6aead4ffff9afdf81dff546f70a08a191e5c2,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,True,False,True
math:HuggingFaceH4/MATH-500:test:137,math500,4,fe44bfcb3d4b09c5e4f7451d6e9a5f7c209d4c83b281e356f471b005e5adb466,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:139,math500,3,e49704b50954005dec95b07d4edd77c6dfe0db1758e8df867ccb6f6fb1dbc027,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,True,False,False
math:HuggingFaceH4/MATH-500:test:14,math500,1,21ddf27014fdddff7250813da15db30ce8d83eb16bfd35cbc9657674781869d2,0,0,0,0,0,,,,format_error,wrong_answer,wrong_answer,False,True,True,False,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:141,math500,1,acc09fee972e8bddc9b7cdb00c8d846e24dbfd0515bb460816979fb381e944d6,0,0,0,0,0,,,,format_error,wrong_answer,wrong_answer,False,True,True,False,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:144,math500,1,08179b285935d055e77f1acf99474b414f9de3bfc8e68832435c8b6f66da7201,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:146,math500,3,353c2932928f53b60412a1c300a4db2bd90cf6c96941ec834bb654c31d79430e,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:148,math500,1,0624dd156dfb8892f712aac33963adef3d6ccf8ba46bc33df0cc61855fbb7be8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:15,math500,5,91d220d59fd2697a2afd0a7a13f3800681260850f345dba0871f6ca41f8a95a2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,True,True,True
math:HuggingFaceH4/MATH-500:test:156,math500,3,3518ced3c122a01c5d772ab5ae907f71fea9987c44691e6d3c9a7543c10c3b24,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,True,False
math:HuggingFaceH4/MATH-500:test:157,math500,2,94f070862cc4009002919963fe8f65c586b39ea4c68c6269774866aed1eddbc2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,True,False
math:HuggingFaceH4/MATH-500:test:16,math500,1,f9950cc78b905ba51e40b8d56c0d715300242a00293888f956e0fe577b6852b3,1,0,1,0,1,,,,verified_pass,wrong_answer,verified_pass,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:162,math500,5,f0002c2f7f63c9be6fa12810d28d1f6de4c0601d43ad45c2e437508579f316ac,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:163,math500,5,0d942c6584d3015b050f364d9a0453953c24c18af880e6930825d76d9566dcb8,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:164,math500,2,3107bac4a93fe7e648ffeea9b5f9d6f2debc8ec4d8d9a5569aa7d766cbd49f95,0,0,0,0,0,0,0,0,wrong_answer,parse_error,parse_error,True,True,True,True,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:166,math500,5,188c58bffa8a0f9eb7712924691c4b4f631b5dd7f1bc0d13153544e9d4e205e3,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:167,math500,1,8a2761cd580e90ac3c46ea37c29f2388043e28fbbfdcfe9476ab242e2d6c59c9,1,1,1,0,0,0,0,0,verified_pass,verified_pass,verified_pass,True,True,True,True,True,True,False,False,False
math:HuggingFaceH4/MATH-500:test:168,math500,5,ca52867f2503d1fb607f9a20d56e757eb6b515e2ca83f4a75850ba44cf70830d,0,0,0,0,0,,,,wrong_answer,wrong_answer,format_error,True,True,False,True,True,False,False,False,False
math:HuggingFaceH4/MATH-500:test:169,math500,2,5edd9ea3321480bd1fe6cc5f223c88d482a86abc9cd6e7f77fc2aa40e3b7e79d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:17,math500,4,ff3f3f30314f9f94109e8de6d0ba5f9cbd0357028c39b9b4d8359718619c60aa,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:170,math500,5,fdc64736f6d705dd8f56c092950e080c45e2ee4a58f7fa6063ee1b81af3ca711,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:171,math500,1,f89d8a6818b58e6979f158af3ee42723a6095840bd2526ccc2e3844c151311c7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:174,math500,3,7d14e965cfd4aed74cfda24bf431b4f05bae1721d618ec0a0b6630c0e32fd6c2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:177,math500,3,95ec64d28addbe364eb6e5c7769ebdc42e165a5ca0dd676765d373436312655d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:18,math500,1,28cfc3cfe7b8ac642ca5aa37b7d979820ec49479fa7beb4b2a54e7c62b41e78d,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:180,math500,3,8dbca2d009f407ca48e6943f125df432a8b5e0a08ef155225b122746756f9a2a,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:182,math500,2,cb9921495744e855be423ea892ef142b7c67af119f8f0f93222393a82a822e85,0,0,1,1,1,,,,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:183,math500,4,6614ee06cb9cf6d73158740751e990335905968e8f1a68f8bd06c7af73589e40,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,True,True
math:HuggingFaceH4/MATH-500:test:185,math500,1,967aea9e429f5aad3d4bbb9c46e4c240ab173f22e6e67c3de98416c585d455cc,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:186,math500,4,2e981a7043c8e26625b7284595fbbfd3ceb4da62188c1f26cf8b70bb552b5f66,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:187,math500,1,9a3b37389838eab055aba01387a21934a5534fc4bd8fccbcc06104fe1b48ad53,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,True,True
math:HuggingFaceH4/MATH-500:test:193,math500,3,20ed0b2b45ef603cbf8849ba7c4291a7857641122118c9a15d394a4fbb7690ec,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:194,math500,5,754ad91705abb165613e047dea0cdfcccf8da7c2d52b8bfa19f8bb7c932e9d74,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,True,True,True
math:HuggingFaceH4/MATH-500:test:196,math500,1,fa210d66307f925314c61225170f7f835de2c21cb6f201844d03476999e3ab0b,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:198,math500,3,354e183cb3956533543ad2021ed2d6b7f8c54de6e0352fc15720525003f79d92,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:20,math500,3,d91c8c6eb44610bc8ea7484fb4c6f7fedf1fae1b9f27f48dd098a33d87fab868,0,0,1,1,1,,,,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
math:HuggingFaceH4/MATH-500:test:201,math500,4,4cdb66fbff0a1d4615ebce4e0b18799d084ed414793d0c590501249ea207ea40,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:205,math500,3,3002b82a0ec572d3367a45d767d4604bf766da586e93e288e640d4e3866bfcc8,0,0,0,0,0,,,,parse_error,parse_error,parse_error,True,True,True,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:207,math500,2,bd73a3e183dbd8fb723d0567fdeca8e01b2515186e3eb68a7c5e4dc4960e4239,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
math:HuggingFaceH4/MATH-500:test:209,math500,2,63bfec1c9e6476c79e86b26bbfb8d1d7cd4845e91abf9ac01ea708a51c3091b4,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
